,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
343,OKC,Adam Flagler,14,F,"6' 3""",185,--,24,1999-12-01,"Duluth, Georgia"
344,OKC,Luguentz Dort,5,G,"6' 4""",220,"$15,277,778",25,1999-04-19,"Montreal, Quebec"
345,OKC,Ousmane Dieng,13,F,"6' 9""",185,"$4,798,440",21,2003-05-21,"Villeneuve-sur-Lot, France"
346,OKC,Alex Caruso,--,SG,"6' 5""",186,"$9,460,000",30,1994-02-28,"College Station, Texas"
349,MIN,Karl-Anthony Towns,32,C,"7' 0""",248,"$36,016,200",28,1995-11-15,"Edison, New Jersey"
350,MIN,Terrence Shannon Jr.,--,G,"6' 6""",225,--,23,2000-07-30,"Chicago , Illinois"
351,MIN,Naz Reid,11,C,"6' 9""",264,"$12,950,400",24,1999-08-26,"Asbury Park, New Jersey"
354,MIN,Wendell Moore Jr.,7,G,"6' 5""",215,"$2,421,720",22,2001-09-18,"Richmond, Virginia"
355,MIN,Josh Minott,8,F,"6' 8""",205,"$1,719,864",21,2002-11-25,"Boca Raton, Florida"
356,MIN,Leonard Miller,33,F,"6' 10""",210,"$1,800,000",20,2003-11-26,"Scarborough, Canada"
358,MIN,Jaden McDaniels,3,PF,"6' 9""",185,"$3,901,399",23,2000-09-29,"Federal Way, Washington"
359,MIN,Justin Jackson,44,F,"6' 8""",220,--,29,1995-03-28,"Houston, Texas"
360,MIN,Rudy Gobert,27,C,"7' 1""",258,"$41,000,000",32,1992-06-26,"Saint-Quentin, France"
362,MIN,Anthony Edwards,5,SG,"6' 4""",225,"$9,219,512",22,2001-08-05,"Atlanta, Georgia"
363,MIN,Rob Dillingham,--,G,"6' 1""",176,--,19,2005-01-04,"Hickory, North Carolina"
364,MIN,Mike Conley,10,PG,"6' 0""",175,"$24,360,000",36,1987-10-11,"Fayetteville, Arkansas"
365,MIN,Jaylen Clark,0,G,"6' 4""",205,--,22,2001-10-13,"Riverside, California"
367,MIN,Nickeil Alexander-Walker,9,SG,"6' 5""",205,"$4,687,500",25,1998-09-02,"Toronto, Ontario"
368,DEN,Peyton Watson,8,F,"6' 7""",200,"$2,303,520",21,2002-09-11,"Beverly Hills, California"
369,DEN,Hunter Tyson,4,F,"6' 8""",215,"$1,119,563",24,2000-06-13,"Monroe, North Carolina"
370,DEN,Julian Strawther,3,G,"6' 6""",205,"$2,431,080",22,2002-04-18,"Las Vegas, Nevada"
371,DEN,Michael Porter Jr.,1,SF,"6' 10""",218,"$33,386,850",26,1998-06-29,"Indianapolis, Indiana"
372,DEN,Jalen Pickett,24,G,"6' 2""",202,"$2,019,706",24,1999-10-22,"Rochester, New York"
373,DEN,Zeke Nnaji,22,PF,"6' 9""",240,"$4,306,281",23,2001-01-09,"Hopkins, Minnesota"
374,DEN,Jamal Murray,27,PG,"6' 4""",215,"$33,833,400",27,1997-02-23,"Kitchener, Ontario"
376,DEN,DeAndre Jordan,6,C,"6' 11""",265,"$2,019,706",35,1988-07-21,"Houston, Texas"
377,DEN,Nikola Jokic,15,C,"6' 11""",284,"$47,607,350",29,1995-02-19,"Sombor, Serbia"
379,DEN,DaRon Holmes II,--,C,"6' 9""",235,--,21,2002-08-15,"Overland Park, Kansas"
381,DEN,Aaron Gordon,50,PF,"6' 8""",235,"$22,266,182",28,1995-09-16,"San Jose, California"
382,DEN,Collin Gillespie,21,G,"6' 1""",195,--,25,1999-06-25,"Huntingdon Valley, Pennsylvania"
385,DEN,Christian Braun,0,G,"6' 6""",220,"$2,949,120",23,2001-04-17,"Burlington, Kansas"
387,MIL,Ryan Rollins,55,G,"6' 3""",180,--,21,2002-07-03,"Detroit, Michigan"
388,MIL,Bobby Portis,9,F,"6' 10""",250,"$11,710,818",29,1995-02-10,"Little Rock, Arkansas"
389,MIL,Khris Middleton,22,SF,"6' 7""",222,"$29,320,988",32,1991-08-12,"Charleston, South Carolina"
390,MIL,Brook Lopez,11,C,"7' 1""",282,"$25,000,000",36,1988-04-01,"North Hollywood, California"
391,MIL,Chris Livingston,7,F,"6' 6""",220,"$1,119,563",20,2003-10-15,"Akron, Ohio"
392,MIL,Damian Lillard,0,PG,"6' 2""",195,"$45,640,084",33,1990-07-15,"Oakland, California"
393,MIL,AJ Johnson,--,G,"6' 4""",167,--,19,2004-12-01,"Fresno, California"
394,MIL,Andre Jackson Jr.,44,G,"6' 6""",209,"$1,119,563",22,2001-11-13,"Amsterdam, New York"
395,MIL,AJ Green,20,G,"6' 4""",190,"$1,801,769",24,1999-09-27,"Cedar Falls, Iowa"
396,MIL,Jaylin Galloway,6,F,"6' 7""",190,--,21,2002-12-21,"Marietta, Georgia"
399,MIL,Pat Connaughton,24,SG,"6' 5""",209,"$9,423,869",31,1993-01-06,"Arlington, Massachusetts"
401,MIL,MarJon Beauchamp,3,F,"6' 7""",199,"$2,609,400",23,2000-10-12,"Yakima, Washington"
404,MIL,Giannis Antetokounmpo,34,PF,"6' 11""",243,"$45,640,084",29,1994-12-06,"Athens, Greece"
406,IND,Jarace Walker,5,F,"6' 7""",235,"$6,059,520",20,2003-09-04,"New Freedom, Pennsylvania"
407,IND,Myles Turner,33,C,"6' 11""",250,"$20,975,000",28,1996-03-24,"Bedford, Texas"
411,IND,Pascal Siakam,43,PF,"6' 8""",245,"$37,893,408",30,1994-04-02,"Douala, Cameroon"
412,IND,Ben Sheppard,26,G,"6' 6""",190,"$2,537,160",22,2001-07-16,"Atlanta, Georgia"
413,IND,Tristen Newton,--,G,"6' 3""",192,--,23,2001-04-26,"Pensacola, Florida"
414,IND,Aaron Nesmith,23,SF,"6' 6""",215,"$5,634,257",24,1999-10-16,"Charleston, South Carolina"
415,IND,Andrew Nembhard,2,PG,"6' 4""",191,"$2,131,905",24,2000-01-16,"Aurora, Ontario"
417,IND,T.J. McConnell,9,PG,"6' 1""",190,"$8,700,000",32,1992-03-25,"Pittsburgh, Pennsylvania"
418,IND,Bennedict Mathurin,00,SG,"6' 5""",210,"$6,916,080",22,2002-06-19,"Montreal, Quebec"
421,IND,Isaiah Jackson,22,SF,"6' 9""",205,"$2,696,280",22,2002-01-10,"Pontiac, Michigan"
422,IND,Tyrese Haliburton,0,PG,"6' 5""",185,"$5,808,435",24,2000-02-29,"Oshkosh, Wisconsin"
423,IND,Johnny Furphy,--,F,"6' 8""",202,--,19,2004-12-08,"Melbourne, Australia"
424,IND,Enrique Freeman,--,F,"6' 7""",212,--,23,2000-07-29,"Cleveland, Ohio"
428,DET,Ausar Thompson,9,F,"6' 6""",205,"$7,977,480",21,2003-01-30,"San Leandro, California"
429,DET,Isaiah Stewart,28,C,"6' 8""",250,"$5,266,713",23,2001-05-22,"Rochester, New York"
430,DET,Marcus Sasser,25,G,"6' 2""",195,"$2,623,680",23,2000-09-21,"Dallas, Texas"
432,DET,Jaylen Nowell,20,SG,"6' 4""",201,--,24,1999-07-09,"Seattle, Washington"
434,DET,Bobi Klintman,--,F,"6' 9""",225,--,21,2003-03-06,"Malmo, Sweden"
435,DET,Jaden Ivey,23,PG,"6' 4""",195,"$7,641,480",22,2002-02-13,"South Bend, Indiana"
436,DET,Ron Holland II,--,F,"6' 7""",206,--,18,2005-07-07,"Duncanville, Texas"
437,DET,Tim Hardaway Jr.,--,SF,"6' 5""",205,"$17,897,728",57,1966-09-01,"Chicago, Illinois"
442,DET,Tosan Evbuomwan,18,F,"6' 7""",217,--,23,2001-02-16,--
443,DET,Jalen Duren,0,C,"6' 10""",250,"$4,330,680",20,2003-11-18,"New Castle, Delaware"
444,DET,Cade Cunningham,2,PG,"6' 6""",220,"$11,055,240",22,2001-09-25,"Arlington, Texas"
445,DET,Troy Brown Jr.,7,SF,"6' 7""",215,"$4,000,000",24,1999-07-28,"Las Vegas, Nevada"
446,DET,Buddy Boeheim,27,F,"6' 5""",205,--,24,1999-11-11,"Fayetteville, New York"
447,CLE,Dean Wade,32,PF,"6' 9""",228,"$5,709,877",27,1996-11-20,"Wichita, Kansas"
448,CLE,Jaylon Tyson,--,F,"6' 6""",215,--,21,2002-12-02,"Allen, Texas"
450,CLE,Max Strus,1,SG,"6' 5""",215,"$14,487,684",28,1996-03-28,"Hickory Hills, Illinois"
451,CLE,Craig Porter,9,G,"6' 1""",180,"$1,500,000",24,2000-02-26,"Terre Haute, Indiana"
453,CLE,Georges Niang,20,SF,"6' 7""",230,"$8,800,000",31,1993-06-17,"Lawrence, Massachusetts"
457,CLE,Evan Mobley,4,PF,"6' 11""",215,"$8,882,760",23,2001-06-18,"San Diego, California"
458,CLE,Donovan Mitchell,45,SG,"6' 3""",215,"$33,162,030",27,1996-09-07,"Elmsford, New York"
459,CLE,Sam Merrill,5,SG,"6' 4""",205,"$1,997,238",28,1996-05-15,"Salt Lake City, Utah"
460,CLE,Caris LeVert,3,SG,"6' 6""",205,"$15,384,616",29,1994-08-25,"Columbus, Ohio"
462,CLE,Ty Jerome,2,SG,"6' 5""",195,"$2,439,025",26,1997-07-08,"New York, New York"
463,CLE,Darius Garland,10,PG,"6' 1""",192,"$34,005,250",24,2000-01-26,"Gary, Indiana"
465,CLE,Jarrett Allen,31,C,"6' 9""",243,"$20,000,000",26,1998-04-21,"San Diego, California"
466,CHI,Patrick Williams,44,PF,"6' 7""",215,"$9,835,881",22,2001-08-26,"Charlotte, North Carolina"
467,CHI,Coby White,0,PG,"6' 5""",195,"$11,111,111",24,2000-02-16,"Goldsboro, North Carolina"
468,CHI,Nikola Vucevic,9,C,"6' 10""",260,"$18,518,519",33,1990-10-24,"Morges, Switzerland"
469,CHI,Dalen Terry,25,F,"6' 7""",195,"$3,350,760",21,2002-07-12,"Tempe, Arizona"
471,CHI,Julian Phillips,15,F,"6' 8""",198,"$1,600,000",20,2003-11-05,"Killeen, Texas"
472,CHI,Zach LaVine,8,SG,"6' 5""",200,"$40,064,220",29,1995-03-10,"Renton, Washington"
474,CHI,Josh Giddey,--,SG,"6' 8""",216,"$6,587,040",21,2002-10-10,"Melbourne, Australia"
475,CHI,Andrew Funk,30,G,"6' 5""",200,--,24,1999-09-21,"Warrington, Pennsylvania"
478,CHI,Ayo Dosunmu,12,SG,"6' 5""",200,"$6,481,481",24,2000-01-17,"Chicago, Illinois"
480,CHI,Torrey Craig,13,SF,"6' 5""",221,"$2,528,233",33,1990-12-19,"Columbia, South Carolina"
481,CHI,Jevon Carter,5,PG,"6' 1""",200,"$6,190,476",28,1995-09-14,"Maywood, Illinois"
482,CHI,Matas Buzelis,--,F,"6' 9""",195,--,19,2004-10-13,"Chicago, Illinois"
483,CHI,Onuralp Bitim,17,SF,"6' 6""",215,"$334,582",25,1999-03-31,"Kadikoy, Turkey"
484,CHI,Lonzo Ball,2,PG,"6' 6""",190,"$20,465,117",26,1997-10-27,"Anaheim, California"
486,TOR,Ja'Kobe Walter,--,G,"6' 4""",195,--,19,2004-09-04,"Dallas, Texas"
489,TOR,Kobi Simmons,23,G,"6' 5""",180,"$2,066,585",26,1997-07-04,"Atlanta, Georgia"
490,TOR,Jamal Shead,--,G,"6' 0""",201,--,22,2002-06-24,"Austin, Texas"
491,TOR,Immanuel Quickley,5,SG,"6' 2""",190,"$4,171,548",25,1999-06-17,"Havre de Grace, Maryland"
492,TOR,Jakob Poeltl,19,C,"7' 0""",260,"$19,500,000",28,1995-10-15,"Vienna, Austria"
493,TOR,Kelly Olynyk,41,PF,"6' 11""",240,"$12,195,122",33,1991-04-19,"Toronto, Ontario"
495,TOR,Jonathan Mogbo,--,F,"6' 6""",225,--,22,2001-10-29,"West Palm Beach, Florida"
496,TOR,Davion Mitchell,15,PG,"6' 0""",202,"$5,063,760",25,1998-09-05,"Hinesville, Georgia"
497,TOR,Christian Koloko,35,C,"7' 0""",230,--,24,2000-06-20,"Douala, Cameroon"
498,TOR,Mouhamadou Gueye,16,F,"6' 9""",210,--,25,1998-07-06,"Staten Island, New York"
499,TOR,Javon Freeman-Liberty,0,G,"6' 3""",190,"$289,542",24,1999-10-20,"Chicago, Illinois"
500,TOR,Gradey Dick,1,G,"6' 6""",200,"$4,536,720",20,2003-11-20,"Wichita, Kansas"
501,TOR,Ulrich Chomche,--,C,"6' 10""",232,--,18,2005-12-30,"Baham, Cameroon"
502,TOR,D.J. Carton,3,G,"6' 3""",200,--,23,2000-08-05,"Pineville, North Carolina"
503,TOR,Bruce Brown,11,SF,"6' 4""",202,"$22,000,000",27,1996-08-15,"Boston, Massachusetts"
504,TOR,Chris Boucher,25,PF,"6' 9""",200,"$11,750,000",31,1993-01-11,"Castries, Saint Lucia"
505,TOR,RJ Barrett,9,SG,"6' 6""",214,"$23,883,929",24,2000-06-14,"Toronto, Ontario"
506,TOR,Scottie Barnes,4,SF,"6' 7""",237,"$8,008,560",22,2001-08-01,"West Palm Beach, Florida"
507,TOR,Ochai Agbaji,30,G,"6' 5""",215,"$4,114,200",24,2000-04-20,"Milwaukee, Wisconsin"
508,PHI,D.J. Wilson,20,F,"6' 10""",230,--,28,1996-02-19,"Mount Shasta, California"
510,PHI,Paul Reed,44,SF,"6' 9""",210,"$7,723,000",25,1999-06-14,"Orlando, Florida"
514,PHI,Jared McCain,--,G,"6' 2""",197,--,20,2004-02-20,"Sacramento, California"
516,PHI,KJ Martin,1,F,"6' 6""",215,"$1,930,681",23,2001-01-06,"Gardena, California"
520,PHI,Joel Embiid,21,C,"7' 0""",280,"$46,900,000",30,1994-03-16,"Yaounde, Cameroon"
521,PHI,Jeff Dowtin Jr.,11,G,"6' 3""",177,--,27,1997-05-10,"Upper Marlboro, Maryland"
523,PHI,Ricky Council IV,16,G,"6' 6""",207,--,22,2001-08-03,"Durham, North Carolina"
524,PHI,Adem Bona,--,C,"6' 8""",243,--,21,2003-03-28,"Lagos, Nigeria"
528,BOS,Jaylen Brown,7,SG,"6' 6""",223,"$31,830,357",27,1996-10-24,"Marietta, Georgia"
529,BOS,JD Davison,20,SG,"6' 1""",195,--,21,2002-10-03,"Montgomery, Alabama"
530,BOS,Sam Hauser,30,SF,"6' 7""",217,"$1,927,896",26,1997-12-08,"Green Bay, Wisconsin"
531,BOS,Jrue Holiday,4,PG,"6' 4""",205,"$36,861,707",34,1990-06-12,"Chatsworth, California"
532,BOS,Al Horford,42,C,"6' 9""",240,"$10,000,000",38,1986-06-03,"Puerto Plata, Dominican Republic"
536,BOS,Kristaps Porzingis,8,C,"7' 2""",240,"$36,016,200",28,1995-08-02,"Liepaja, Latvia"
537,BOS,Payton Pritchard,11,PG,"6' 1""",195,"$4,037,278",26,1998-01-28,"Tualatin, Oregon"
539,BOS,Baylor Scheierman,--,F,"6' 6""",205,--,23,2000-09-26,"Hastings, Nebraska"
540,BOS,Jaden Springer,44,G,"6' 4""",202,"$2,226,240",21,2002-09-25,"Charlotte, North Carolina"
541,BOS,Jayson Tatum,0,SF,"6' 8""",210,"$32,600,060",26,1998-03-03,"St. Louis, Missouri"
543,BOS,Jordan Walsh,27,G,"6' 6""",205,"$1,119,563",20,2004-03-03,"DeSoto, Texas"
544,BOS,Anton Watson,--,F,"6' 8""",230,--,23,2000-10-06,"Coeur d'Alene, Idaho"
545,BOS,Derrick White,9,PG,"6' 4""",190,"$18,357,143",29,1994-07-02,"Parker, Colorado"
546,BKN,Keita Bates-Diop,13,SF,"6' 8""",229,"$2,364,614",28,1996-01-23,"Bloomington, Illinois"
547,BKN,Bojan Bogdanovic,44,SF,"6' 7""",226,"$20,000,000",35,1989-04-18,"Mostar, Bosnia and Herzegovina"
548,BKN,Nic Claxton,33,C,"6' 11""",215,"$9,625,000",25,1999-04-17,"Greenville, South Carolina"
549,BKN,Noah Clowney,21,F,"6' 9""",210,"$3,089,520",19,2004-07-14,"Spartanburg, South Carolina"
550,BKN,Dorian Finney-Smith,28,PF,"6' 7""",220,"$13,932,008",31,1993-05-04,"Portsmouth, Virginia"
552,BKN,Cameron Johnson,2,SF,"6' 8""",210,"$25,679,348",28,1996-03-03,"Moon Township, Pennsylvania"
554,BKN,Jaylen Martin,16,G,"6' 6""",216,--,20,2004-01-28,"Quincy, Florida"
555,BKN,Dennis Schroder,17,PG,"6' 1""",175,"$12,405,000",30,1993-09-15,"Braunschweig, Germany"
556,BKN,Day'Ron Sharpe,20,C,"6' 9""",265,"$2,210,040",22,2001-11-06,"Greenville, North Carolina"
557,BKN,Ben Simmons,10,PG,"6' 10""",240,"$37,893,408",27,1996-07-20,"Melbourne, Australia"
559,BKN,Cam Thomas,24,SG,"6' 3""",210,"$2,240,160",22,2001-10-13,"Yokosuka, Japan"
562,BKN,Dariq Whitehead,0,F,"6' 6""",220,"$2,966,040",19,2004-08-01,"Newark, New Jersey"
563,BKN,Jalen Wilson,22,F,"6' 6""",220,"$850,000",23,2000-11-04,"Arlington, Texas"
565,NY,OG Anunoby,8,SF,"6' 7""",240,"$18,642,857",26,1997-07-17,"London, United Kingdom"
566,NY,Mikal Bridges,1,SF,"6' 6""",209,"$21,700,000",27,1996-08-30,"Philadelphia, Pennsylvania"
568,NY,Jalen Brunson,11,PG,"6' 2""",190,"$26,346,666",27,1996-08-31,"New Brunswick, New Jersey"
570,NY,Pacome Dadiet,--,G,"6' 7""",--,--,18,2005-07-27,"Aubagne, France"
571,NY,Donte DiVincenzo,0,SG,"6' 4""",203,"$10,960,000",27,1997-01-31,"Newark, Delaware"
572,NY,Mamadi Diakite,21,F,"6' 9""",228,--,27,1997-01-21,"Conakry, Guinea"
573,NY,Josh Hart,3,SG,"6' 4""",215,"$12,960,000",29,1995-03-06,"Silver Spring, Maryland"
575,NY,Ariel Hukporti,--,C,"6' 11""",246,--,22,2002-04-11,"Stralsund, Germany"
577,NY,Tyler Kolek,--,G,"6' 1""",195,--,23,2001-03-27,"Providence, Rhode Island"
578,NY,Miles McBride,2,PG,"6' 1""",195,"$1,836,096",23,2000-09-08,"Cincinnati, Ohio"
579,NY,Kevin McCullar Jr.,--,F,"6' 5""",206,--,23,2001-03-15,"San Antonio, Texas"
581,NY,Julius Randle,30,PF,"6' 8""",250,"$28,226,880",29,1994-11-29,"Dallas, Texas"
582,NY,Mitchell Robinson,23,C,"7' 0""",240,"$15,681,818",26,1998-04-01,"Pensacola, Florida"
583,NY,Jericho Sims,45,C,"6' 10""",250,"$1,927,896",25,1998-10-20,"Minneapolis, Minnesota"
0,FA,Jules Bernard,--,SG,"6' 7""",210,--,24,2000-01-21,"Los Angeles, California"
1,FA,Nico Mannion,--,PG,"6' 2""",190,--,23,2001-03-14,"Siena, Italy"
2,FA,Vit Krejci,--,PG,"6' 8""",195,--,24,2000-06-19,"Strakonice, Czechia"
3,FA,Johnny Juzang,--,SG,"6' 7""",215,--,23,2001-03-17,"Los Angeles, California"
4,FA,Ish Wainright,--,SF,"6' 6""",250,--,29,1994-09-12,"Kansas City, Missouri"
5,FA,Dylan Windler,--,SF,"6' 6""",196,--,27,1996-09-22,"Indianapolis, Indiana"
6,FA,Quenton Jackson,--,G,"6' 5""",175,--,25,1998-09-15,"Los Angeles, California"
7,FA,Jacob Gilyard,--,PG,"5' 9""",160,--,25,1998-07-14,"Kansas City, Missouri"
8,FA,Harry Giles,--,C,"6' 11""",240,--,26,1998-04-22,"Winston-Salem, North Carolina"
9,FA,Alondes Williams,--,G,"6' 4""",210,--,25,1999-06-19,"Milwaukee , Wisconsin"
10,FA,Skylar Mays,--,SG,"6' 4""",205,--,26,1997-09-05,"Baton Rouge, Louisiana"
11,FA,Duane Washington Jr.,--,PG,"6' 4""",195,--,24,1964-08-31,"Eschwege, Germany"
12,FA,Brandon Williams,--,PG,"6' 6""",215,--,24,1975-02-27,"Collinston, Louisiana"
13,FA,Henri Drell,--,SF,"6' 9""",187,--,24,2000-04-25,"Tallinn, Estonia"
14,FA,Drew Peterson,--,F,"6' 9""",205,--,24,1999-11-09,"Libertyville, Illinois"
15,FA,Jontay Porter,--,PF,"6' 11""",240,--,24,1999-11-15,"Columbia, Missouri"
16,FA,Ibou Badji,--,C,"7' 1""",240,--,21,2002-10-13,"Dakar, Senegal"
17,FA,Xavier Moon,--,SG,"6' 2""",165,--,29,1995-01-02,"Goodwater, Alabama"
18,FA,Keon Johnson,--,SG,"6' 5""",186,--,22,2002-03-10,"Shelbyville, Tennessee"
19,FA,Nate Hinton,--,SG,"6' 5""",210,--,25,1999-06-08,"Gastonia, North Carolina"
20,FA,Justin Minaya,--,F,"6' 5""",210,--,25,1999-03-26,"Harrington Park, New Jersey"
21,FA,Jerome Robinson,--,SG,"6' 4""",190,--,27,1997-02-22,"Raleigh, North Carolina"
22,FA,Daishen Nix,--,PG,"6' 5""",224,--,22,2002-02-13,"Anchorage, Alaska"
23,FA,Trevelin Queen,--,SG,"6' 6""",190,--,27,1997-02-25,"Baltimore, Maryland"
24,FA,Jordan Ford,--,PG,"6' 1""",175,--,26,1998-05-26,"Citrus Heights, California"
25,FA,Charlie Brown Jr.,--,SG,"6' 6""",199,--,26,1997-02-02,"Philadelphia, Pennsylvania"
26,FA,TyTy Washington Jr.,--,PG,"6' 3""",197,--,22,2001-11-15,"Phoenix, Arizona"
27,FA,Olivier Sarr,--,C,"7' 0""",237,--,25,1999-02-20,"Niort, France"
28,FA,Greg Brown III,--,PF,"6' 7""",205,--,22,2001-09-01,"Dallas, Texas"
29,FA,Cole Swider,--,F,"6' 9""",220,--,25,1999-05-08,"Portsmouth, Rhode Island"
30,FA,Jamal Cain,--,SF,"6' 7""",191,--,25,1999-03-20,"Pontiac, Michigan"
31,FA,Jeenathan Williams,--,SG,"6' 5""",205,--,25,1999-02-12,"Rochester, New York"
32,FA,Jermaine Samuels,--,SF,"6' 7""",230,--,25,1998-11-13,"Franklin, Massachusetts"
33,FA,Braxton Key,--,SF,"6' 8""",230,--,27,1997-02-14,"Charlotte, North Carolina"
34,FA,Moussa Diabate,--,PF,"6' 11""",210,--,22,2002-01-21,"Paris, France"
35,FA,Jay Huff,--,C,"7' 1""",240,--,25,1998-08-25,"Durham, North Carolina"
36,FA,Saben Lee,--,PG,"6' 2""",183,--,25,1999-06-23,"St. Louis, Missouri"
37,FA,Amari Bailey,--,PG,"6' 5""",185,--,20,2004-02-17,"New Orleans, Louisiana"
38,FA,Adama Sanogo,--,PF,"6' 9""",245,--,22,2002-02-12,"Bamako, Mali"
39,FA,J.D. Davison,--,PG,"6' 1""",195,--,21,2002-10-03,"Montgomery, Alabama"
40,FA,Keyontae Johnson,--,SF,"6' 5""",230,--,24,2000-05-24,"Norfolk, Virginia"
41,FA,Emoni Bates,--,SG,"6' 10""",170,--,20,2004-01-28,"Ann Arbor, Michigan"
42,FA,Seth Lundy,--,SG,"6' 6""",220,--,24,2000-04-02,"Paulsboro, New Jersey"
43,FA,Isaiah Mobley,--,PF,"6' 8""",240,--,23,1999-09-24,"San Diego, California"
44,FA,Colin Castleton,--,PF,"6' 11""",250,--,24,2000-05-25,"Pembroke Pines, Florida"
45,FA,Oscar Tshiebwe,--,PF,"6' 9""",260,--,24,1999-11-27,"Lubumbashi, Democratic Republic of the Congo"
46,FA,Isaiah Wong,--,PG,"6' 4""",184,--,23,2001-01-28,"Piscataway, New Jersey"
47,FA,Jalen Slawson,--,PF,"6' 7""",215,--,24,1999-10-22,"Summerville, South Carolina"
48,FA,Jared Rhoden,--,SG,"6' 6""",210,--,24,1999-08-27,"Baldwin, New York"
49,FA,Terquavion Smith,--,SG,"6' 4""",165,--,21,2002-12-31,"Greenville, North Carolina"
50,FA,Dereon Seabron,--,SG,"6' 7""",180,--,24,2000-05-26,"Norfolk, Virginia"
51,FA,Micah Potter,--,C,"6' 10""",248,--,26,1998-04-06,"Mentor, Ohio"
52,FA,Kevon Harris,--,SG,"6' 5""",216,--,27,1997-06-24,"Ellenwood, Georgia"
53,FA,Malik Williams,--,C,"6' 11""",250,--,25,1998-08-26,"Fort Wayne, Indiana"
54,FA,Jacob Toppin,--,SF,"6' 9""",205,--,24,2000-05-08,"Ossining, New York"
55,FA,Pete Nance,--,PF,"6' 11""",230,--,24,2000-02-19,"Akron, Ohio"
56,FA,Ashton Hagans,--,PG,"6' 3""",190,--,24,1999-07-08,"Cartersville, Georgia"
57,FA,Kai Jones,--,PF,"6' 11""",218,--,23,2001-01-19,"Nassau, Bahamas"
58,FA,Jordan Goodwin,--,PG,"6' 3""",200,--,25,1998-10-23,"Centreville, Illinois"
59,FA,Usman Garuba,--,PF,"6' 8""",220,--,22,2002-03-09,"Azuqueca de Henares, Spain"
60,FA,Isaiah Thomas,--,PG,"5' 9""",185,--,35,1989-02-07,"Tacoma, Washington"
61,FA,Luka Garza,--,C,"6' 10""",235,--,25,1998-12-27,"Washington, District of Columbia"
62,FA,Javonte Green,--,SG,"6' 4""",205,--,30,1993-07-23,"Petersburg, Virginia"
63,FA,Marcus Morris Sr.,--,SF,"6' 8""",218,--,34,1989-09-02,"Philadelphia, Pennsylvania"
64,FA,T.J. Warren,--,SF,"6' 8""",220,--,30,1993-09-05,"Durham, North Carolina"
65,FA,Dominick Barlow,--,PF,"6' 9""",221,--,21,2003-05-26,"Hackensack, New Jersey"
66,FA,Lester Quinones,--,SG,"6' 5""",208,--,23,2000-11-16,"Brentwood, New York"
67,FA,Taj Gibson,--,C,"6' 9""",232,--,39,1985-06-24,"Brooklyn, New York"
68,FA,Shake Milton,--,SG,"6' 5""",205,--,27,1996-09-26,"Owasso, Oklahoma"
69,FA,Trent Forrest,--,PG,"6' 4""",210,--,26,1998-06-12,"Dothan, Alabama"
70,FA,Patty Mills,--,PG,"6' 2""",180,--,35,1988-08-11,"Canberra, Australia"
71,FA,Mike Muscala,--,C,"6' 10""",240,--,32,1991-07-01,"St. Louis Park, Minnesota"
72,FA,Delon Wright,--,PG,"6' 5""",185,--,32,1992-04-26,"Los Angeles, California"
73,FA,Thaddeus Young,--,PF,"6' 8""",235,--,36,1988-06-21,"New Orleans, Louisiana"
74,FA,Danilo Gallinari,--,PF,"6' 10""",233,--,35,1988-08-08,"Sant'Angelo Lodigiano, Italy"
75,FA,Neemias Queta,--,C,"7' 0""",245,--,24,1999-07-13,"Lisbon, Portugal"
76,FA,Jeff Dowtin,--,PG,"6' 3""",185,--,27,1997-05-10,"Upper Marlboro, Maryland"
77,FA,Bismack Biyombo,--,C,"6' 8""",255,--,31,1992-08-28,"Lubumbashi, Democratic Republic of the Congo"
78,FA,James Johnson,--,PF,"6' 7""",240,--,37,1987-02-20,"Cheyenne, Wyoming"
79,FA,Luka Samanic,--,PF,"6' 10""",227,--,24,2000-01-09,"Zagreb, Croatia"
80,FA,Admiral Schofield,--,SF,"6' 5""",241,--,27,1997-03-30,"London, United Kingdom"
81,FA,Haywood Highsmith,--,F,"6' 7""",220,--,27,1996-12-09,"Baltimore, Maryland"
82,FA,Stanley Umude,--,G,"6' 6""",210,--,25,1999-04-12,"Portland, Oregon"
83,FA,Naji Marshall,--,SF,"6' 7""",220,--,26,1998-01-24,"Atlantic City, New Jersey"
84,FA,Goga Bitadze,--,C,"6' 11""",250,--,24,1999-07-20,"Sagarejo, Georgia"
85,FA,DaQuan Jeffries,--,SG,"6' 5""",230,--,27,1997-08-30,"Edmond, Oklahoma"
86,FA,Max Christie,--,SG,"6' 6""",190,--,21,2003-02-10,"Arlington Heights, Illinois"
87,FA,Chimezie Metu,--,C,"6' 9""",225,--,27,1997-03-22,"Los Angeles, California"
88,FA,Brandon Boston Jr,--,SG,"6' 7""",185,--,22,2001-11-28,"Norcross, Georgia"
89,FA,Kenyon Martin Jr.,--,SF,"6' 9""",234,--,23,1977-12-30,"Saginaw, Michigan"
90,FA,Spencer Dinwiddie,--,PG,"6' 5""",215,--,31,1993-04-06,"Los Angeles, California"
91,FA,Aaron Wiggins,--,SG,"6' 6""",200,--,25,1999-01-02,"Greensboro, North Carolina"
