,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
247,IND,Bennedict Mathurin,00,SG,"6' 6""",195,"$7,245,720",22,2002-06-19,"Montreal, Quebec"
248,IND,T.J. McConnell,9,PG,"6' 2""",190,"$9,300,000",32,1992-03-25,"Pittsburgh, Pennsylvania"
249,IND,Andrew Nembhard,2,PG,"6' 5""",193,"$2,019,699",24,2000-01-16,"Aurora, Ontario"
250,IND,Aaron Nesmith,23,SF,"6' 6""",215,"$11,000,000",24,1999-10-16,"Charleston, South Carolina"
251,IND,Tristen Newton,4,G,"6' 5""",190,--,23,2001-04-26,"Pensacola, Florida"
252,IND,Ben Sheppard,26,G,"6' 6""",200,"$2,663,880",22,2001-07-16,"Atlanta, Georgia"
253,IND,Pascal Siakam,43,PF,"6' 8""",230,"$42,176,000",30,1994-04-02,"Douala, Cameroon"
254,IND,Obi Toppin,1,PF,"6' 9""",210,"$12,946,429",26,1998-03-04,"Brooklyn, New York"
255,IND,Myles Turner,33,C,"6' 11""",250,"$19,928,500",28,1996-03-24,"Bedford, Texas"
256,IND,Jarace Walker,5,F,"6' 8""",235,"$6,362,520",20,2003-09-04,"New Freedom, Pennsylvania"
257,IND,James Wiseman,13,C,"7' 0""",250,"$2,237,691",23,2001-03-31,"Nashville, Tennessee"
258,MIL,Giannis Antetokounmpo,34,PF,"6' 11""",254,"$48,787,676",29,1994-12-06,"Athens, Greece"
259,MIL,MarJon Beauchamp,3,F,"6' 6""",203,"$2,733,720",23,2000-10-12,"Yakima, Washington"
260,MIL,Pat Connaughton,24,SG,"6' 5""",216,"$9,423,869",31,1993-01-06,"Arlington, Massachusetts"
261,MIL,AJ Green,20,G,"6' 4""",209,"$2,120,693",24,1999-09-27,"Cedar Falls, Iowa"
262,MIL,Andre Jackson Jr.,44,G,"6' 7""",203,"$1,891,857",22,2001-11-13,"Amsterdam, New York"
263,MIL,AJ Johnson,77,G,"6' 5""",174,"$2,795,294",19,2004-12-01,"Fresno, California"
264,MIL,Damian Lillard,0,PG,"6' 3""",206,"$48,787,676",33,1990-07-15,"Oakland, California"
265,MIL,Chris Livingston,7,F,"6' 6""",228,"$1,891,857",20,2003-10-15,"Akron, Ohio"
266,MIL,Brook Lopez,11,C,"7' 1""",276,"$23,000,000",36,1988-04-01,"North Hollywood, California"
267,MIL,Khris Middleton,22,SF,"6' 7""",232,"$31,666,676",32,1991-08-12,"Charleston, South Carolina"
268,MIL,Anzejs Pasecniks,18,C,"7' 1""",240,--,28,1995-12-20,"Riga, Latvia"
269,MIL,Bobby Portis,9,F,"6' 10""",262,"$12,578,286",29,1995-02-10,"Little Rock, Arkansas"
270,MIL,Taurean Prince,12,PF,"6' 6""",219,"$2,087,519",30,1994-03-22,"San Marcos, Texas"
271,MIL,Liam Robbins,15,C,"7' 0""",250,--,25,1999-07-12,"Davenport, Iowa"
272,MIL,Ryan Rollins,13,G,"6' 3""",190,--,22,2002-07-03,"Detroit, Michigan"
273,MIL,Gary Trent Jr.,5,SG,"6' 4""",208,"$2,087,519",25,1974-09-22,"Columbus, Ohio"
274,MIL,Stanley Umude,17,G,"6' 6""",215,--,25,1999-04-12,"Portland, Oregon"
275,MIL,Delon Wright,55,SG,"6' 5""",185,"$2,087,519",32,1992-04-26,"Los Angeles, California"
276,DEN,Trey Alexander,23,G,"6' 3""",187,--,21,2003-05-02,"Oklahoma City, Oklahoma"
277,DEN,Christian Braun,0,G,"6' 6""",210,"$3,089,640",23,2001-04-17,"Burlington, Kansas"
278,DEN,Vlatko Cancar,31,SF,"6' 8""",236,"$2,087,519",27,1997-04-10,"Koper, Slovenia"
279,DEN,Aaron Gordon,32,PF,"6' 8""",235,"$22,841,455",28,1995-09-16,"San Jose, California"
280,DEN,PJ Hall,25,C,"6' 8""",240,--,22,2002-02-21,"Spartanburg, South Carolina"
281,DEN,DaRon Holmes II,14,C,"6' 9""",236,"$3,065,640",21,2002-08-15,"Overland Park, Kansas"
282,DEN,Nikola Jokic,15,C,"7' 0""",284,"$51,415,938",29,1995-02-19,"Sombor, Serbia"
283,DEN,Spencer Jones,21,F,"6' 7""",225,--,23,2001-06-14,"Shawnee Mission, Kansas"
284,DEN,DeAndre Jordan,6,C,"6' 11""",265,"$2,087,519",35,1988-07-21,"Houston, Texas"
285,DEN,Jamal Murray,27,PG,"6' 4""",215,"$36,016,200",27,1997-02-23,"Kitchener, Ontario"
286,DEN,Zeke Nnaji,22,PF,"6' 11""",240,"$8,888,889",23,2001-01-09,"Hopkins, Minnesota"
287,DEN,Jalen Pickett,24,G,"6' 4""",202,"$1,891,857",24,1999-10-22,"Rochester, New York"
288,DEN,Michael Porter Jr.,1,SF,"6' 10""",218,"$35,859,950",26,1998-06-29,"Indianapolis, Indiana"
289,DEN,Dario Saric,9,PF,"6' 10""",225,"$5,168,000",30,1994-04-08,"Sibenik, Croatia"
290,DEN,Julian Strawther,3,G,"6' 7""",205,"$2,552,520",22,2002-04-18,"Las Vegas, Nevada"
291,DEN,Hunter Tyson,5,F,"6' 8""",215,"$1,891,857",24,2000-06-13,"Monroe, North Carolina"
292,DEN,Peyton Watson,8,F,"6' 8""",200,"$2,413,560",21,2002-09-11,"Beverly Hills, California"
293,DEN,Russell Westbrook,4,PG,"6' 4""",200,"$3,303,771",35,1988-11-12,"Long Beach, California"
294,MIN,Nickeil Alexander-Walker,9,SG,"6' 5""",193,"$4,312,500",25,1998-09-02,"Toronto, Ontario"
295,MIN,Keita Bates-Diop,31,SF,"6' 8""",229,"$2,654,644",28,1996-01-23,"Bloomington, Illinois"
296,MIN,Jaylen Clark,22,G,"6' 4""",203,--,22,2001-10-13,"Riverside, California"
297,MIN,Mike Conley,10,PG,"6' 1""",178,"$9,975,962",36,1987-10-11,"Fayetteville, Arkansas"
298,MIN,Donte DiVincenzo,0,SG,"6' 5""",205,"$11,445,000",27,1997-01-31,"Newark, Delaware"
299,MIN,Rob Dillingham,4,G,"6' 1""",165,"$6,262,920",19,2005-01-04,"Hickory, North Carolina"
300,MIN,PJ Dozier,35,G,"6' 6""",205,"$2,087,519",27,1996-10-25,"Columbia, South Carolina"
301,MIN,Anthony Edwards,5,SG,"6' 4""",225,"$42,176,400",22,2001-08-05,"Atlanta, Georgia"
302,MIN,Jesse Edwards,14,C,"7' 0""",233,--,24,2000-03-18,"Amsterdam, Netherlands"
303,MIN,Luka Garza,55,C,"6' 10""",233,"$2,162,606",25,1998-12-27,"Washington, District of Columbia"
304,MIN,Rudy Gobert,27,C,"7' 1""",257,"$43,827,587",32,1992-06-26,"Saint-Quentin, France"
305,MIN,Joe Ingles,7,SG,"6' 9""",235,"$2,087,519",36,1987-10-02,"Adelaide, Australia"
306,MIN,Jaden McDaniels,3,PF,"6' 9""",201,"$23,017,242",23,2000-09-29,"Federal Way, Washington"
307,MIN,Leonard Miller,33,F,"6' 10""",214,"$1,891,857",20,2003-11-26,"Scarborough, Canada"
308,MIN,Josh Minott,8,F,"6' 8""",202,"$2,019,699",21,2002-11-25,"Boca Raton, Florida"
309,MIN,Daishen Nix,1,SG,"6' 3""",231,--,22,2002-02-13,"Anchorage, Alaska"
310,MIN,Julius Randle,30,PF,"6' 9""",253,"$33,073,920",29,1994-11-29,"Dallas, Texas"
311,MIN,Naz Reid,11,C,"6' 9""",240,"$13,986,432",24,1999-08-26,"Asbury Park, New Jersey"
312,MIN,Terrence Shannon Jr.,00,G,"6' 6""",215,"$2,546,640",23,2000-07-30,"Chicago , Illinois"
313,OKC,Alex Caruso,9,SG,"6' 5""",186,"$9,890,000",30,1994-02-28,"College Station, Texas"
314,OKC,Ousmane Dieng,13,F,"6' 10""",222,"$5,027,040",21,2003-05-21,"Villeneuve-sur-Lot, France"
315,OKC,Luguentz Dort,5,G,"6' 4""",220,"$16,500,000",25,1999-04-19,"Montreal, Quebec"
316,OKC,Alex Ducas,88,G,"6' 7""",220,--,23,2000-12-11,"Geraldton, Australia"
317,OKC,Adam Flagler,14,F,"6' 3""",195,--,24,1999-12-01,"Duluth, Georgia"
318,OKC,Shai Gilgeous-Alexander,2,PG,"6' 6""",200,"$35,859,950",25,1998-07-12,"Toronto, Ontario"
319,OKC,Isaiah Hartenstein,55,C,"7' 0""",255,"$30,000,000",26,1998-05-05,"Eugene, Oregon"
320,OKC,Chet Holmgren,7,PF,"7' 1""",213,"$10,880,640",22,2002-05-01,"Minneapolis, Minnesota"
321,OKC,Isaiah Joe,11,SG,"6' 3""",181,"$12,991,650",25,1999-07-02,"Fort Smith, Arkansas"
322,OKC,Dillon Jones,3,F,"6' 5""",240,"$2,622,360",22,2001-10-29,"Columbia, South Carolina"
323,OKC,Malevy Leons,17,F,"6' 9""",205,--,25,1999-09-23,"IJmuiden, Netherlands"
324,OKC,Ajay Mitchell,25,G,"6' 3""",190,--,22,2002-06-25,"Namur, Belgium"
325,OKC,Nikola Topic,44,G,"6' 6""",201,"$4,935,960",18,2005-08-10,"Novi Sad, Serbia"
326,OKC,Cason Wallace,22,G,"6' 4""",205,"$5,555,880",20,2003-11-07,"Dallas, Texas"
327,OKC,Aaron Wiggins,21,SG,"6' 6""",200,"$10,514,017",25,1999-01-02,"Greensboro, North Carolina"
328,OKC,Jalen Williams,8,F,"6' 6""",220,"$4,775,760",23,2001-04-14,"Denver, Colorado"
329,OKC,Jaylin Williams,6,F,"6' 10""",250,"$2,019,699",22,2002-06-29,"Fort Smith, Arkansas"
330,OKC,Kenrich Williams,34,SF,"6' 7""",210,"$6,669,000",29,1994-12-02,"Waco, Texas"
331,POR,Deni Avdija,8,SF,"6' 9""",240,"$15,625,000",23,2001-01-03,"Beit Zera, Israel"
332,POR,Deandre Ayton,2,C,"6' 11""",250,"$34,005,126",25,1998-07-23,"Nassau, Bahamas"
333,POR,Dalano Banton,5,G,"6' 9""",204,"$2,196,970",24,1999-11-07,"Toronto, Ontario"
334,POR,Toumani Camara,33,F,"6' 8""",220,"$1,891,857",24,2000-05-08,"Brussels, Belgium"
335,POR,Donovan Clingan,23,C,"7' 2""",280,"$6,586,440",20,2004-02-23,"Bristol, Connecticut"
336,POR,Jerami Grant,9,SF,"6' 8""",210,"$29,793,104",30,1994-03-12,"Portland, Oregon"
337,POR,Scoot Henderson,00,G,"6' 3""",196,"$10,259,160",20,2004-02-03,"Marietta, Georgia"
338,POR,Bryce McGowens,11,G,"6' 5""",190,"$2,019,699",21,2002-11-08,"Pendleton, South Carolina"
339,POR,Justin Minaya,10,F,"6' 7""",210,--,25,1999-03-26,"Harrington Park, New Jersey"
340,POR,Kris Murray,24,F,"6' 8""",215,"$2,990,040",23,2000-08-19,"Cedar Rapids, Iowa"
341,POR,Duop Reath,26,C,"6' 11""",245,"$2,048,780",28,1996-06-26,"Waat, South Sudan"
342,POR,Rayan Rupert,21,G,"6' 7""",195,"$1,891,857",20,2004-05-31,"Strasbourg, France"
343,POR,Shaedon Sharpe,17,SG,"6' 6""",200,"$6,614,160",21,2003-05-30,"London, Ontario"
344,POR,Anfernee Simons,1,SG,"6' 3""",195,"$25,892,857",25,1999-06-08,"Longwood, Florida"
345,POR,Matisse Thybulle,4,SG,"6' 5""",201,"$11,025,160",27,1997-03-04,"Scottsdale, Arizona"
346,POR,Jabari Walker,34,F,"6' 9""",215,"$2,019,699",21,2002-07-30,"Wichita, Kansas"
347,POR,Robert Williams III,35,C,"6' 9""",237,"$12,428,571",26,1997-10-17,"Shreveport, Louisiana"
348,UTAH,Jordan Clarkson,00,PG,"6' 5""",194,"$14,092,577",32,1992-06-07,"Tampa, Florida"
349,UTAH,Isaiah Collier,13,G,"6' 5""",210,"$2,520,120",19,2004-10-08,"Atlanta, Georgia"
350,UTAH,John Collins,20,PF,"6' 9""",234,"$26,580,000",26,1997-09-23,"Layton, Utah"
351,UTAH,Drew Eubanks,15,PF,"6' 9""",245,"$5,000,000",27,1997-02-01,"Starkville, Mississippi"
352,UTAH,Kyle Filipowski,22,F,"6' 11""",248,"$3,000,000",20,2003-11-07,"Middletown, New York"
353,UTAH,Keyonte George,3,G,"6' 4""",185,"$4,084,200",20,2003-11-08,"Lewisville, Texas"
354,UTAH,Taylor Hendricks,0,F,"6' 9""",210,"$5,848,680",20,2003-11-22,"Fort Lauderdale, Florida"
355,UTAH,Johnny Juzang,33,G,"6' 7""",215,"$3,087,519",23,2001-03-17,"Los Angeles, California"
356,UTAH,Walker Kessler,24,C,"7' 1""",245,"$2,965,920",22,2001-07-26,"Atlanta, Georgia"
357,UTAH,Lauri Markkanen,23,PF,"7' 0""",238,"$42,176,400",27,1997-05-22,"Vantaa, Finland"
358,UTAH,Patty Mills,8,PG,"6' 2""",180,"$2,087,519",35,1988-08-11,"Canberra, Australia"
359,UTAH,Svi Mykhailiuk,19,SG,"6' 7""",205,"$3,500,000",27,1997-06-10,"Cherkasy, Ukraine"
360,UTAH,Micah Potter,25,C,"6' 10""",248,--,26,1998-04-06,"Mentor, Ohio"
361,UTAH,Jason Preston,10,G,"6' 4""",187,--,24,1999-08-10,"Orlando, Florida"
362,UTAH,Brice Sensabaugh,28,F,"6' 6""",235,"$2,571,480",20,2003-10-30,"Orlando, Florida"
363,UTAH,Collin Sexton,2,PG,"6' 1""",192,"$18,350,000",25,1999-01-04,"Marietta, Georgia"
364,UTAH,Oscar Tshiebwe,44,C,"6' 9""",260,--,24,1999-11-27,"Lubumbashi, Democratic Republic of the Congo"
365,UTAH,Cody Williams,5,F,"6' 8""",190,"$5,485,080",19,2004-11-20,"San Luis Obispo, California"
366,GS,Kyle Anderson,1,SF,"6' 9""",245,"$8,780,488",30,1993-09-20,"New York, New York"
367,GS,Reece Beekman,3,G,"6' 1""",196,--,22,2001-10-08,"Milwaukee, Wisconsin"
368,GS,Stephen Curry,30,PG,"6' 3""",200,"$55,761,216",36,1988-03-14,"Akron, Ohio"
369,GS,Draymond Green,23,PF,"6' 6""",235,"$24,107,143",34,1990-03-04,"Saginaw, Michigan"
370,GS,Buddy Hield,7,SG,"6' 4""",220,"$8,780,488",31,1992-12-17,"Freeport, Bahamas"
371,GS,Blake Hinson,26,SG,"6' 7""",235,--,24,1999-12-26,"Deltona, Florida"
372,GS,Trayce Jackson-Davis,32,F,"6' 8""",245,"$1,891,857",24,2000-02-22,"Greenwood, Indiana"
373,GS,Jonathan Kuminga,00,PF,"6' 7""",225,"$7,636,154",21,2002-10-06,"Goma, Democratic Republic of the Congo"
374,GS,Kevon Looney,5,F,"6' 9""",257,"$8,000,000",28,1996-02-06,"Milwaukee, Wisconsin"
375,GS,De'Anthony Melton,8,SG,"6' 3""",200,"$12,822,000",26,1998-05-28,"North Hollywood, California"
376,GS,Moses Moody,4,SG,"6' 5""",215,"$5,803,269",22,2002-05-31,"Little Rock, Arkansas"
377,GS,Gary Payton II,0,SG,"6' 3""",195,"$9,130,000",55,1968-07-23,"Oakland, California"
378,GS,Brandin Podziemski,2,G,"6' 4""",203,"$3,519,960",21,2003-02-25,"Greenfield, Wisconsin"
379,GS,Quinten Post,21,C,"7' 0""",244,--,24,2000-03-21,"Amsterdam, Netherlands"
380,GS,Jackson Rowe,44,F,"6' 7""",210,--,27,1997-01-04,"Toronto, Canada"
381,GS,Gui Santos,15,F,"6' 7""",218,"$1,891,857",22,2002-06-22,"Brasilia, Brazil"
382,GS,Pat Spencer,61,G,"6' 3""",205,--,27,1996-07-04,"Davidsonville, Maryland"
383,GS,Lindy Waters III,43,F,"6' 6""",198,"$2,196,970",26,1997-07-28,"Norman, Oklahoma"
384,GS,Andrew Wiggins,22,SF,"6' 7""",209,"$26,276,786",29,1995-02-23,"Toronto, Ontario"
385,LAC,Mo Bamba,4,C,"7' 0""",231,"$2,087,519",26,1998-05-12,"Harlem, New York"
386,LAC,Nicolas Batum,33,PF,"6' 8""",230,"$4,668,000",35,1988-12-14,"Lisieux, France"
387,LAC,Kobe Brown,21,G,"6' 7""",250,"$2,533,920",24,2000-01-01,"Huntsville, Alabama"
388,LAC,Cam Christie,12,G,"6' 5""",190,"$1,157,153",18,2005-07-24,"Arlington Heights, Illinois"
389,LAC,Amir Coffey,7,SG,"6' 7""",210,"$3,938,271",27,1997-06-17,"Hopkins, Minnesota"
390,LAC,Nate Darling,30,G,"6' 5""",200,--,26,1998-08-30,"Halifax, Nova Scotia"
391,LAC,Kris Dunn,8,G,"6' 3""",205,"$5,168,000",30,1994-03-18,"New London, Connecticut"
392,LAC,Trentyn Flowers,9,G,"6' 7""",201,--,19,2005-03-08,"Towson, Maryland"
393,LAC,James Harden,1,SG,"6' 5""",220,"$33,653,846",34,1989-08-26,"Los Angeles, California"
394,LAC,Bones Hyland,5,PG,"6' 2""",169,"$4,158,439",23,2000-09-14,"Wilmington, Delaware"
395,LAC,Kai Jones,23,PF,"6' 11""",221,--,23,2001-01-19,"Nassau, Bahamas"
396,LAC,Derrick Jones Jr.,55,SF,"6' 6""",210,"$9,523,810",27,1997-02-15,"Chester, Pennsylvania"
397,LAC,Braxton Key,11,F,"6' 8""",225,--,27,1997-02-14,"Charlotte, North Carolina"
398,LAC,Kawhi Leonard,2,SF,"6' 7""",225,"$49,350,000",33,1991-06-29,"Los Angeles, California"
399,LAC,Terance Mann,14,SG,"6' 5""",215,"$11,423,077",27,1996-10-18,"Brooklyn, New York"
400,LAC,Jordan Miller,11,G,"6' 5""",194,--,24,2000-01-23,"Anaheim, California"
401,LAC,Kevin Porter Jr.,77,G,"6' 4""",203,"$2,237,691",74,1950-04-17,"Chicago, Illinois"
402,LAC,Norman Powell,24,G,"6' 4""",215,"$19,241,379",31,1993-05-25,"San Diego, California"
403,LAC,P.J. Tucker,17,PF,"6' 5""",245,"$11,539,000",39,1985-05-05,"Raleigh, North Carolina"
404,LAC,Alondes Williams,15,G,"6' 4""",210,--,25,1999-06-19,"Milwaukee , Wisconsin"
405,LAC,Ivica Zubac,40,C,"7' 0""",240,"$11,743,210",27,1997-03-18,"Mostar, Bosnia and Herzegovina"
406,LAL,Colin Castleton,14,C,"6' 10""",250,--,24,2000-05-25,"Pembroke Pines, Florida"
407,LAL,Max Christie,12,G,"6' 5""",190,"$7,142,857",21,2003-02-10,"Arlington Heights, Illinois"
408,LAL,Anthony Davis,3,PF,"6' 10""",253,"$43,219,440",31,1993-03-11,"Chicago, Illinois"
409,LAL,Rui Hachimura,28,PF,"6' 8""",230,"$17,000,000",26,1998-02-08,"Toyama, Japan"
410,LAL,Jaxson Hayes,11,C,"7' 0""",220,"$2,463,946",24,2000-05-23,"Norman, Oklahoma"
411,LAL,Jalen Hood-Schifino,0,G,"6' 5""",215,"$3,879,840",21,2003-06-19,"Pittsburgh, Pennsylvania"
412,LAL,Bronny James,9,G,"6' 2""",210,"$1,157,153",19,2004-10-06,"Akron, Ohio"
413,LAL,LeBron James,23,SF,"6' 9""",250,"$48,728,845",39,1984-12-30,"Akron, Ohio"
414,LAL,Dalton Knecht,4,G,"6' 5""",204,"$3,819,120",23,2001-04-19,"Fargo, North Dakota"
415,LAL,Christian Koloko,10,C,"7' 0""",230,--,24,2000-06-20,"Douala, Cameroon"
416,LAL,Maxwell Lewis,20,F,"6' 7""",195,"$1,891,857",21,2002-07-27,"Las Vegas, Nevada"
417,LAL,Quincy Olivari,41,G,"6' 3""",200,--,23,2001-05-27,"Atlanta, Georgia"
418,LAL,Austin Reaves,15,SG,"6' 5""",197,"$12,976,362",26,1998-05-29,"Newark, Arkansas"
419,LAL,Cam Reddish,5,SF,"6' 7""",217,"$2,463,946",24,1999-09-01,"Norristown, Pennsylvania"
420,LAL,D'Angelo Russell,1,PG,"6' 3""",193,"$18,692,307",28,1996-02-23,"Louisville, Kentucky"
421,LAL,Jarred Vanderbilt,2,PF,"6' 8""",214,"$10,714,286",25,1999-04-03,"Houston, Texas"
422,LAL,Gabe Vincent,7,PG,"6' 2""",200,"$11,000,000",28,1996-06-14,"Modesto, California"
423,LAL,Christian Wood,35,F,"6' 8""",214,"$3,036,040",28,1995-09-27,"Long Beach, California"
424,PHX,Grayson Allen,8,SG,"6' 4""",198,"$15,625,000",28,1995-10-08,"Jacksonville, Florida"
425,PHX,Bradley Beal,3,SG,"6' 4""",207,"$50,203,930",31,1993-06-28,"St. Louis, Missouri"
426,PHX,Bol Bol,11,C,"7' 3""",220,"$2,087,519",24,1999-11-16,"Khartoum, Sudan"
427,PHX,Devin Booker,1,SG,"6' 6""",206,"$49,205,800",27,1996-10-30,"Grand Rapids, Michigan"
428,PHX,Jalen Bridges,15,F,"6' 9""",225,--,23,2001-05-14,"Fairmont, West Virginia"
429,PHX,Ryan Dunn,0,F,"6' 6""",216,"$2,538,240",21,2003-01-07,"New Hyde Park, New York"
430,PHX,Kevin Durant,35,PF,"6' 11""",240,"$51,179,021",35,1988-09-29,"Washington, District of Columbia"
431,PHX,Collin Gillespie,21,G,"6' 1""",195,--,25,1999-06-25,"Huntingdon Valley, Pennsylvania"
432,PHX,Oso Ighodaro,4,C,"6' 10""",222,"$1,157,153",22,2002-07-02,"Mesa, Arizona"
433,PHX,Tyus Jones,5,PG,"6' 1""",196,"$2,087,519",28,1996-05-10,"Burnsville, Minnesota"
434,PHX,Frank Kaminsky,33,PF,"7' 0""",240,--,31,1993-04-04,"Lisle, Illinois"
435,PHX,Damion Lee,10,SG,"6' 6""",210,"$2,087,519",31,1992-10-21,"Baltimore, Maryland"
436,PHX,Monte Morris,23,PG,"6' 2""",183,"$2,087,519",29,1995-06-27,"Grand Rapids, Michigan"
437,PHX,Jusuf Nurkic,20,C,"7' 0""",290,"$18,125,000",29,1994-08-23,"Tuzla, Bosnia and Herzegovina"
438,PHX,Royce O'Neale,00,PF,"6' 6""",226,"$9,821,429",31,1993-06-05,"Killeen, Texas"
439,PHX,Josh Okogie,2,SF,"6' 4""",213,"$8,250,000",25,1998-09-01,"Lagos, Nigeria"
440,PHX,Mason Plumlee,44,C,"6' 10""",254,"$2,087,519",34,1990-03-05,"Fort Wayne, Indiana"
441,PHX,TyTy Washington Jr.,23,G,"6' 3""",195,--,22,2001-11-15,"Phoenix, Arizona"
442,SAC,Devin Carter,22,G,"6' 2""",188,"$4,702,800",22,2002-03-18,"West Palm Beach, Florida"
443,SAC,Isaiah Crawford,24,F,"6' 6""",220,--,22,2001-11-01,"Fort Worth, Texas"
444,SAC,Antoine Davis,--,G,"6' 2""",175,--,26,1998-10-03,"Bloomington, Indiana"
445,SAC,DeMar DeRozan,10,SF,"6' 6""",220,"$23,400,000",34,1989-08-07,"Compton, California"
446,SAC,Keon Ellis,23,G,"6' 5""",175,"$2,120,693",24,2000-01-08,"Eustis, Florida"
447,SAC,De'Aaron Fox,5,PG,"6' 3""",190,"$34,848,340",26,1997-12-20,"New Orleans, Louisiana"
448,SAC,Kevin Huerter,9,SG,"6' 7""",190,"$16,830,357",25,1998-08-27,"Albany, New York"
449,SAC,Colby Jones,20,G,"6' 6""",205,"$2,120,693",22,2002-05-28,"Birmingham, Alabama"
450,SAC,Isaac Jones,17,C,"6' 9""",245,--,24,2000-07-11,"Spanaway, Washington"
451,SAC,Mason Jones,8,G,"6' 4""",190,--,25,1998-07-21,"Dallas, Texas"
452,SAC,Alex Len,25,C,"7' 0""",250,"$2,087,519",31,1993-06-16,"Antratsit, Ukraine"
453,SAC,Trey Lyles,41,PF,"6' 9""",234,"$8,000,000",28,1995-11-05,"Saskatoon, Saskatchewan"
454,SAC,Doug McDermott,20,SF,"6' 6""",225,--,32,1992-01-03,"Grand Forks, North Dakota"
455,SAC,Jordan McLaughlin,6,PG,"6' 0""",185,"$2,087,519",28,1996-04-09,"Etiwanda, California"
456,SAC,Malik Monk,0,SG,"6' 3""",200,"$17,405,202",26,1998-02-04,"Jonesboro, Arkansas"
457,SAC,Keegan Murray,13,SF,"6' 8""",215,"$8,809,560",23,2000-08-19,"Cedar Rapids, Iowa"
458,SAC,Shareef O'Neal,--,F,"6' 10""",225,--,24,2000-01-11,"Los Angeles, California"
459,SAC,Orlando Robinson,77,C,"6' 10""",235,"$2,087,519",23,2000-07-10,"Las Vegas, Nevada"
460,SAC,Domantas Sabonis,11,PF,"6' 11""",240,"$40,500,000",28,1996-05-03,"Portland, Oregon"
461,SAC,Drew Timme,--,C,"6' 10""",235,--,24,2000-09-09,"Richardson, Texas"
462,ATL,Dominick Barlow,0,F,"6' 10""",220,--,21,2003-05-26,"Hackensack, New Jersey"
463,ATL,Bogdan Bogdanovic,13,SG,"6' 6""",220,"$17,260,000",31,1992-08-18,"Belgrade, Serbia"
464,ATL,Kobe Bufkin,4,G,"6' 4""",195,"$4,299,000",20,2003-09-21,"Grand Rapids, Michigan"
465,ATL,Clint Capela,15,C,"6' 10""",240,"$22,265,280",30,1994-05-18,"Geneva, Switzerland"
466,ATL,Dyson Daniels,5,G,"6' 7""",203,"$6,059,520",21,2003-03-17,"Bendigo, Australia"
467,ATL,Mouhamed Gueye,18,F,"6' 11""",210,"$1,891,858",21,2002-11-09,"Dakar, Senegal"
468,ATL,De'Andre Hunter,12,SF,"6' 7""",225,"$21,696,429",26,1997-12-02,"Philadelphia, Pennsylvania"
469,ATL,Jalen Johnson,1,SF,"6' 9""",220,"$4,510,905",22,2001-12-18,"Wausau, Wisconsin"
470,ATL,Vit Krejci,27,G,"6' 8""",195,"$2,162,606",24,2000-06-19,"Strakonice, Czechia"
471,ATL,Seth Lundy,3,G,"6' 6""",220,--,24,2000-04-02,"Paulsboro, New Jersey"
472,ATL,Garrison Mathews,24,SG,"6' 5""",202,"$2,230,253",27,1996-10-24,"Franklin, Tennessee"
473,ATL,Larry Nance Jr.,22,PF,"6' 8""",242,"$11,205,000",65,1959-02-12,"Anderson, South Carolina"
474,ATL,Onyeka Okongwu,17,PF,"6' 9""",45,"$14,000,000",23,2000-12-11,"Los Angeles, California"
475,ATL,Zaccharie Risacher,10,PF,"6' 9""",215,"$12,569,040",19,2005-04-08,"Malaga, Spain"
476,ATL,David Roddy,8,F,"6' 5""",255,"$2,847,240",23,2001-03-27,"Minneapolis, Minnesota"
477,ATL,Keaton Wallace,2,G,"6' 3""",185,--,25,1999-02-26,"Richardson, Texas"
478,ATL,Trae Young,11,PG,"6' 1""",180,"$43,031,940",25,1998-09-19,"Lubbock, Texas"
479,ATL,Cody Zeller,41,C,"6' 11""",247,"$3,500,000",31,1992-10-05,"Washington, Indiana"
480,CHA,LaMelo Ball,1,PG,"6' 7""",190,"$35,147,000",22,2001-08-22,"Anaheim, California"
481,CHA,Miles Bridges,0,SF,"6' 6""",235,"$27,173,913",26,1998-03-21,"Flint, Michigan"
482,CHA,Seth Curry,30,SG,"6' 1""",190,"$2,087,519",33,1990-08-23,"Charlotte, North Carolina"
483,CHA,Moussa Diabate,14,F,"6' 9""",210,--,22,2002-01-21,"Paris, France"
484,CHA,Taj Gibson,67,F,"6' 9""",232,"$2,087,519",39,1985-06-24,"Brooklyn, New York"
485,CHA,Josh Green,10,SG,"6' 5""",200,"$12,654,321",23,2000-11-16,"Sydney, Australia"
486,CHA,DaQuan Jeffries,8,SG,"6' 5""",222,"$2,425,204",27,1997-08-30,"Edmond, Oklahoma"
487,CHA,Tre Mann,23,PG,"6' 4""",190,"$4,908,189",23,2001-02-03,"Gainesville, Florida"
488,CHA,Cody Martin,11,SF,"6' 6""",205,"$8,120,000",28,1995-09-28,"Winston-Salem, North Carolina"
489,CHA,Vasilije Micic,22,G,"6' 5""",205,"$7,723,000",30,1994-01-13,"Kraljevo, Serbia"
490,CHA,Brandon Miller,24,F,"6' 8""",205,"$11,424,600",21,2002-11-22,"Antioch, Tennessee"
491,CHA,Nick Richards,4,C,"7' 0""",260,"$5,000,000",26,1997-11-29,"Kingston, Jamaica"
492,CHA,Tidjane Salaun,31,F,"6' 9""",205,"$7,488,720",18,2005-08-10,"Paris, France"
