,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
323,DEN,Hunter Tyson,4,F,"6' 8""",215,"$1,119,563",24,2000-06-13,"Monroe, North Carolina"
324,DEN,Peyton Watson,8,F,"6' 7""",200,"$2,303,520",21,2002-09-11,"Beverly Hills, California"
325,MIN,Nickeil Alexander-Walker,9,SG,"6' 5""",205,"$4,687,500",25,1998-09-02,"Toronto, Ontario"
326,MIN,Kyle Anderson,1,SF,"6' 9""",230,"$9,219,512",30,1993-09-20,"New York, New York"
327,MIN,Jaylen Clark,0,G,"6' 4""",205,--,22,2001-10-13,"Riverside, California"
328,MIN,Mike Conley,10,PG,"6' 0""",175,"$24,360,000",36,1987-10-11,"Fayetteville, Arkansas"
329,MIN,Rob Dillingham,--,G,"6' 1""",176,--,19,2005-01-04,"Hickory, North Carolina"
330,MIN,Anthony Edwards,5,SG,"6' 4""",225,"$9,219,512",22,2001-08-05,"Atlanta, Georgia"
331,MIN,Luka Garza,55,C,"6' 10""",243,--,25,1998-12-27,"Washington, District of Columbia"
332,MIN,Rudy Gobert,27,C,"7' 1""",258,"$41,000,000",32,1992-06-26,"Saint-Quentin, France"
333,MIN,Justin Jackson,44,F,"6' 8""",220,--,29,1995-03-28,"Houston, Texas"
334,MIN,Jaden McDaniels,3,PF,"6' 9""",185,"$3,901,399",23,2000-09-29,"Federal Way, Washington"
336,MIN,Leonard Miller,33,F,"6' 10""",210,"$1,800,000",20,2003-11-26,"Scarborough, Canada"
337,MIN,Josh Minott,8,F,"6' 8""",205,"$1,719,864",21,2002-11-25,"Boca Raton, Florida"
338,MIN,Wendell Moore Jr.,7,G,"6' 5""",215,"$2,421,720",22,2001-09-18,"Richmond, Virginia"
339,MIN,Monte Morris,23,PG,"6' 2""",183,"$9,800,926",29,1995-06-27,"Grand Rapids, Michigan"
341,MIN,Naz Reid,11,C,"6' 9""",264,"$12,950,400",24,1999-08-26,"Asbury Park, New Jersey"
342,MIN,Terrence Shannon Jr.,--,G,"6' 6""",225,--,23,2000-07-30,"Chicago , Illinois"
343,MIN,Karl-Anthony Towns,32,C,"7' 0""",248,"$36,016,200",28,1995-11-15,"Edison, New Jersey"
346,OKC,Alex Caruso,--,SG,"6' 5""",186,"$9,460,000",30,1994-02-28,"College Station, Texas"
347,OKC,Ousmane Dieng,13,F,"6' 9""",185,"$4,798,440",21,2003-05-21,"Villeneuve-sur-Lot, France"
348,OKC,Luguentz Dort,5,G,"6' 4""",220,"$15,277,778",25,1999-04-19,"Montreal, Quebec"
349,OKC,Adam Flagler,14,F,"6' 3""",185,--,24,1999-12-01,"Duluth, Georgia"
350,OKC,Shai Gilgeous-Alexander,2,PG,"6' 6""",195,"$33,386,850",25,1998-07-12,"Toronto, Ontario"
351,OKC,Isaiah Hartenstein,55,C,"7' 0""",250,"$9,245,121",26,1998-05-05,"Eugene, Oregon"
353,OKC,Chet Holmgren,7,PF,"7' 1""",208,"$10,386,000",22,2002-05-01,"Minneapolis, Minnesota"
354,OKC,Isaiah Joe,11,SG,"6' 3""",165,"$1,997,238",25,1999-07-02,"Fort Smith, Arkansas"
356,OKC,Dillon Jones,3,F,"6' 5""",235,--,22,2001-10-29,"Columbia, South Carolina"
357,OKC,Ajay Mitchell,25,G,"6' 3""",190,--,22,2002-06-25,"Namur, Belgium"
359,OKC,Quinten Post,--,C,"7' 0""",244,--,24,2000-03-21,"Amsterdam, Netherlands"
361,OKC,Nikola Topic,44,G,"6' 6""",190,--,18,2005-08-10,"Novi Sad, Serbia"
362,OKC,Cason Wallace,22,G,"6' 3""",195,"$5,291,000",20,2003-11-07,"Dallas, Texas"
363,OKC,Lindy Waters III,12,F,"6' 6""",210,"$766,095",26,1997-07-28,"Norman, Oklahoma"
364,OKC,Aaron Wiggins,21,SG,"6' 5""",190,"$1,836,096",25,1999-01-02,"Greensboro, North Carolina"
365,OKC,Jalen Williams,8,F,"6' 5""",211,"$4,558,680",23,2001-04-14,"Denver, Colorado"
366,OKC,Jaylin Williams,6,F,"6' 9""",240,"$2,000,000",22,2002-06-29,"Fort Smith, Arkansas"
367,OKC,Kenrich Williams,34,SF,"6' 6""",210,"$6,175,000",29,1994-12-02,"Waco, Texas"
368,POR,Deni Avdija,--,SF,"6' 9""",210,"$6,263,188",23,2001-01-03,"Beit Zera, Israel"
369,POR,Deandre Ayton,2,C,"7' 0""",247,"$32,459,438",25,1998-07-23,"Nassau, Bahamas"
371,POR,Dalano Banton,5,G,"6' 8""",204,"$2,019,706",24,1999-11-07,"Toronto, Ontario"
373,POR,Toumani Camara,33,F,"6' 7""",226,"$1,119,563",24,2000-05-08,"Brussels, Belgium"
374,POR,Donovan Clingan,--,C,"7' 2""",280,--,20,2004-02-23,"Bristol, Connecticut"
375,POR,Jerami Grant,9,SF,"6' 7""",210,"$27,586,207",30,1994-03-12,"Portland, Oregon"
377,POR,Scoot Henderson,00,G,"6' 3""",202,"$9,770,880",20,2004-02-03,"Marietta, Georgia"
378,POR,Justin Minaya,24,F,"6' 5""",205,--,25,1999-03-26,"Harrington Park, New Jersey"
379,POR,Kris Murray,8,F,"6' 8""",210,"$2,847,480",23,2000-08-19,"Cedar Rapids, Iowa"
380,POR,Duop Reath,26,C,"6' 9""",245,"$1,951,220",28,1996-06-26,"Waat, South Sudan"
381,POR,Rayan Rupert,72,G,"6' 6""",185,"$1,119,563",20,2004-05-31,"Strasbourg, France"
382,POR,Shaedon Sharpe,17,SG,"6' 5""",205,"$6,313,800",21,2003-05-30,"London, Ontario"
383,POR,Anfernee Simons,1,SG,"6' 3""",193,"$24,107,143",25,1999-06-08,"Longwood, Florida"
384,POR,Matisse Thybulle,4,SG,"6' 5""",201,"$10,500,000",27,1997-03-04,"Scottsdale, Arizona"
385,POR,Jabari Walker,34,F,"6' 7""",227,"$1,719,864",21,2002-07-30,"Wichita, Kansas"
386,POR,Robert Williams III,35,C,"6' 9""",249,"$11,571,429",26,1997-10-17,"Shreveport, Louisiana"
387,UTAH,Darius Bazley,26,F,"6' 9""",216,"$500,000",24,2000-06-12,"Boston, Massachusetts"
388,UTAH,Jordan Clarkson,00,PG,"6' 3""",194,"$23,487,629",32,1992-06-07,"Tampa, Florida"
389,UTAH,Isaiah Collier,--,G,"6' 3""",210,--,19,2004-10-08,"Atlanta, Georgia"
390,UTAH,John Collins,20,PF,"6' 9""",226,"$25,340,000",26,1997-09-23,"Layton, Utah"
391,UTAH,Kris Dunn,11,G,"6' 3""",205,"$2,586,665",30,1994-03-18,"New London, Connecticut"
392,UTAH,Drew Eubanks,14,PF,"6' 10""",245,"$2,346,614",27,1997-02-01,"Starkville, Mississippi"
393,UTAH,Kyle Filipowski,--,F,"6' 11""",248,--,20,2003-11-07,"Middletown, New York"
394,UTAH,Keyonte George,3,G,"6' 4""",185,"$3,889,800",20,2003-11-08,"Lewisville, Texas"
397,UTAH,Walker Kessler,24,C,"7' 0""",245,"$2,831,160",22,2001-07-26,"Atlanta, Georgia"
399,UTAH,Kenneth Lofton Jr.,35,F,"6' 6""",275,"$500,000",21,2002-08-14,"Port Arthur, Texas"
400,UTAH,Lauri Markkanen,23,PF,"7' 0""",240,"$17,259,999",27,1997-05-22,"Vantaa, Finland"
402,UTAH,Jason Preston,10,G,"6' 3""",181,--,24,1999-08-10,"Orlando, Florida"
404,UTAH,Brice Sensabaugh,8,F,"6' 5""",235,"$2,448,600",20,2003-10-30,"Orlando, Florida"
405,UTAH,Collin Sexton,2,PG,"6' 3""",190,"$17,325,000",25,1999-01-04,"Marietta, Georgia"
406,UTAH,Cody Williams,--,F,"6' 7""",190,--,19,2004-11-20,"San Luis Obispo, California"
407,GS,Stephen Curry,30,PG,"6' 2""",185,"$51,915,615",36,1988-03-14,"Akron, Ohio"
409,GS,Draymond Green,23,PF,"6' 6""",230,"$22,321,429",34,1990-03-04,"Saginaw, Michigan"
410,GS,Trayce Jackson-Davis,32,F,"6' 9""",245,"$1,119,563",24,2000-02-22,"Greenwood, Indiana"
411,GS,Jonathan Kuminga,00,PF,"6' 7""",225,"$6,012,840",21,2002-10-06,"Goma, Democratic Republic of the Congo"
412,GS,Kevon Looney,5,F,"6' 9""",222,"$7,500,000",28,1996-02-06,"Milwaukee, Wisconsin"
413,GS,De'Anthony Melton,8,SG,"6' 3""",200,"$8,000,000",26,1998-05-28,"North Hollywood, California"
414,GS,Moses Moody,4,SG,"6' 5""",211,"$3,918,480",22,2002-05-31,"Little Rock, Arkansas"
415,GS,Gary Payton II,0,SG,"6' 2""",195,"$8,715,000",55,1968-07-23,"Oakland, California"
416,GS,Brandin Podziemski,2,G,"6' 4""",205,"$3,352,440",21,2003-02-25,"Greenfield, Wisconsin"
419,GS,Gui Santos,15,F,"6' 6""",185,"$1,029,483",22,2002-06-22,"Brasilia, Brazil"
421,GS,Pat Spencer,61,G,"6' 3""",205,--,27,1996-07-04,"Davidsonville, Maryland"
422,GS,Andrew Wiggins,22,SF,"6' 7""",197,"$24,330,357",29,1995-02-23,"Toronto, Ontario"
423,LAC,Mo Bamba,5,C,"7' 0""",231,"$2,019,706",26,1998-05-12,"Harlem, New York"
424,LAC,Nicolas Batum,33,PF,"6' 8""",230,"$11,710,818",35,1988-12-14,"Lisieux, France"
425,LAC,Brandon Boston Jr.,4,SG,"6' 6""",188,"$1,836,096",22,2001-11-28,"Norcross, Georgia"
426,LAC,Kobe Brown,21,G,"6' 7""",250,"$2,413,320",24,2000-01-01,"Huntsville, Alabama"
427,LAC,Cameron Christie,--,G,"6' 5""",190,--,18,2005-07-24,"Arlington Heights, Illinois"
428,LAC,Amir Coffey,7,SG,"6' 7""",210,"$3,666,667",27,1997-06-17,"Hopkins, Minnesota"
430,LAC,James Harden,1,SG,"6' 5""",220,"$35,640,000",34,1989-08-26,"Los Angeles, California"
431,LAC,Bones Hyland,5,PG,"6' 2""",169,"$2,306,400",23,2000-09-14,"Wilmington, Delaware"
433,LAC,Derrick Jones Jr.,--,SF,"6' 6""",210,"$2,019,706",27,1997-02-15,"Chester, Pennsylvania"
434,LAC,Kawhi Leonard,2,SF,"6' 7""",225,"$45,640,084",33,1991-06-29,"Los Angeles, California"
435,LAC,Terance Mann,14,SG,"6' 5""",215,"$10,576,923",27,1996-10-18,"Brooklyn, New York"
436,LAC,Jordan Miller,11,G,"6' 5""",194,--,24,2000-01-23,"Anaheim, California"
438,LAC,Kevin Porter Jr.,--,G,"6' 4""",203,"$15,860,000",74,1950-04-17,"Chicago, Illinois"
439,LAC,Norman Powell,24,G,"6' 4""",215,"$18,000,000",31,1993-05-25,"San Diego, California"
441,LAC,P.J. Tucker,17,PF,"6' 5""",245,"$11,014,500",39,1985-05-05,"Raleigh, North Carolina"
442,LAC,Russell Westbrook,0,PG,"6' 4""",200,"$3,835,738",35,1988-11-12,"Long Beach, California"
443,LAC,Ivica Zubac,40,C,"7' 0""",240,"$10,933,333",27,1997-03-18,"Mostar, Bosnia and Herzegovina"
445,LAL,Max Christie,10,G,"6' 5""",190,"$1,719,864",21,2003-02-10,"Arlington Heights, Illinois"
446,LAL,Anthony Davis,3,PF,"6' 10""",253,"$40,600,080",31,1993-03-11,"Chicago, Illinois"
448,LAL,Harry Giles III,20,F,"6' 10""",240,--,26,1998-04-22,"Winston-Salem, North Carolina"
449,LAL,Rui Hachimura,28,PF,"6' 8""",230,"$15,740,741",26,1998-02-08,"Toyama, Japan"
450,LAL,Jaxson Hayes,11,C,"7' 0""",220,"$2,165,000",24,2000-05-23,"Norman, Oklahoma"
451,LAL,D'Moi Hodge,55,G,"6' 3""",188,--,25,1998-12-20,"Tortola, British Virg"
452,LAL,LeBron James,23,SF,"6' 9""",250,"$47,607,350",39,1984-12-30,"Akron, Ohio"
453,LAL,Dalton Knecht,4,G,"6' 5""",204,--,23,2001-04-19,"Fargo, North Dakota"
454,LAL,Maxwell Lewis,21,F,"6' 7""",195,"$1,119,563",21,2002-07-27,"Las Vegas, Nevada"
457,LAL,Austin Reaves,15,SG,"6' 5""",197,"$12,015,150",26,1998-05-29,"Newark, Arkansas"
458,LAL,Cam Reddish,5,SF,"6' 7""",217,"$2,165,000",24,1999-09-01,"Norristown, Pennsylvania"
459,LAL,D'Angelo Russell,1,PG,"6' 3""",193,"$17,307,693",28,1996-02-23,"Louisville, Kentucky"
460,LAL,Jarred Vanderbilt,2,PF,"6' 8""",214,"$4,698,000",25,1999-04-03,"Houston, Texas"
461,LAL,Gabe Vincent,7,PG,"6' 2""",200,"$10,500,000",28,1996-06-14,"Modesto, California"
462,LAL,Christian Wood,35,F,"6' 8""",214,"$2,709,849",28,1995-09-27,"Long Beach, California"
463,PHX,Grayson Allen,8,SG,"6' 4""",198,"$8,925,000",28,1995-10-08,"Jacksonville, Florida"
465,PHX,Bradley Beal,3,SG,"6' 4""",207,"$46,741,590",31,1993-06-28,"St. Louis, Missouri"
466,PHX,Bol Bol,11,C,"7' 3""",220,"$2,019,706",24,1999-11-16,"Khartoum, Sudan"
467,PHX,Devin Booker,1,SG,"6' 6""",206,"$36,016,200",27,1996-10-30,"Grand Rapids, Michigan"
468,PHX,Ryan Dunn,--,F,"6' 6""",216,--,21,2003-01-07,"New Hyde Park, New York"
469,PHX,Kevin Durant,35,PF,"6' 11""",240,"$47,649,433",35,1988-09-29,"Washington, District of Columbia"
470,PHX,Collin Gillespie,--,G,"6' 1""",195,--,25,1999-06-25,"Huntingdon Valley, Pennsylvania"
471,PHX,Eric Gordon,23,SG,"6' 3""",215,"$3,196,448",35,1988-12-25,"Indianapolis, Indiana"
472,PHX,Osasere Ighodaro,--,C,"6' 10""",222,--,22,2002-07-02,"Mesa, Arizona"
473,PHX,Damion Lee,10,SG,"6' 6""",210,"$2,528,233",31,1992-10-21,"Baltimore, Maryland"
475,PHX,Nassir Little,25,SF,"6' 6""",220,"$6,250,000",24,2000-02-11,"Pensacola, Florida"
476,PHX,Jusuf Nurkic,20,C,"7' 0""",290,"$16,875,000",29,1994-08-23,"Tuzla, Bosnia and Herzegovina"
477,PHX,Royce O'Neale,00,PF,"6' 6""",226,"$9,500,000",31,1993-06-05,"Killeen, Texas"
479,PHX,Mason Plumlee,--,C,"6' 10""",254,"$5,000,000",34,1990-03-05,"Fort Wayne, Indiana"
480,PHX,David Roddy,21,F,"6' 4""",255,"$2,718,240",23,2001-03-27,"Minneapolis, Minnesota"
484,SAC,Harrison Barnes,40,SF,"6' 8""",225,"$17,000,000",32,1992-05-30,"Ames, Iowa"
485,SAC,Chris Duarte,3,SG,"6' 5""",190,"$4,124,400",27,1997-06-13,"Puerto Plata, Dominican Republic"
487,SAC,Keon Ellis,23,G,"6' 3""",175,"$683,430",24,2000-01-08,"Eustis, Florida"
489,SAC,De'Aaron Fox,5,PG,"6' 3""",185,"$32,600,060",26,1997-12-20,"New Orleans, Louisiana"
490,SAC,Kevin Huerter,9,SG,"6' 7""",198,"$15,669,643",25,1998-08-27,"Albany, New York"
491,SAC,Colby Jones,20,G,"6' 6""",207,"$2,019,706",22,2002-05-28,"Birmingham, Alabama"
492,SAC,Mason Jones,22,G,"6' 4""",200,--,25,1998-07-21,"Dallas, Texas"
493,SAC,Alex Len,25,C,"7' 0""",250,"$2,019,760",31,1993-06-16,"Antratsit, Ukraine"
494,SAC,Trey Lyles,41,PF,"6' 9""",234,"$8,000,000",28,1995-11-05,"Saskatoon, Saskatchewan"
495,SAC,Jalen McDaniels,--,PF,"6' 9""",190,"$4,516,000",26,1998-01-31,"Federal Way, Washington"
497,SAC,Malik Monk,0,SG,"6' 3""",200,"$9,945,830",26,1998-02-04,"Jonesboro, Arkansas"
498,SAC,Keegan Murray,13,SF,"6' 8""",225,"$8,409,000",23,2000-08-19,"Cedar Rapids, Iowa"
499,SAC,Domantas Sabonis,11,PF,"6' 10""",240,"$30,600,000",28,1996-05-03,"Portland, Oregon"
502,ATL,Bogdan Bogdanovic,13,SG,"6' 5""",225,"$18,700,000",31,1992-08-18,"Belgrade, Serbia"
503,ATL,Kobe Bufkin,4,G,"6' 5""",195,"$4,094,280",20,2003-09-21,"Grand Rapids, Michigan"
504,ATL,Dyson Daniels,--,G,"6' 7""",199,"$5,784,120",21,2003-03-17,"Bendigo, Australia"
505,ATL,Nikola Djurisic,--,F,"6' 7""",209,--,20,2004-02-23,"Gent, Belgium"
506,ATL,Bruno Fernando,24,PF,"6' 9""",240,"$2,581,522",25,1998-08-15,"Luanda, Angola"
508,ATL,Mouhamed Gueye,18,F,"6' 10""",210,"$1,119,563",21,2002-11-09,"Dakar, Senegal"
509,ATL,De'Andre Hunter,12,SF,"6' 8""",221,"$20,089,286",26,1997-12-02,"Philadelphia, Pennsylvania"
510,ATL,Jalen Johnson,1,SF,"6' 8""",219,"$2,925,360",22,2001-12-18,"Wausau, Wisconsin"
512,ATL,E.J. Liddell,--,F,"6' 6""",240,"$1,801,769",23,2000-12-18,"Belleville, Illinois"
514,ATL,Garrison Mathews,25,SG,"6' 6""",215,"$2,000,000",27,1996-10-24,"Franklin, Tennessee"
516,ATL,Larry Nance Jr.,--,PF,"6' 8""",245,"$10,375,000",65,1959-02-12,"Anderson, South Carolina"
517,ATL,Onyeka Okongwu,17,PF,"6' 10""",240,"$8,109,063",23,2000-12-11,"Los Angeles, California"
518,ATL,Zaccharie Risacher,--,PF,"6' 9""",210,--,19,2005-04-08,"Malaga, Spain"
520,ATL,Trae Young,11,PG,"6' 1""",164,"$40,064,220",25,1998-09-19,"Lubbock, Texas"
522,CHA,LaMelo Ball,1,PG,"6' 7""",180,"$10,900,635",22,2001-08-22,"Anaheim, California"
523,CHA,Davis Bertans,9,SF,"6' 10""",225,"$17,000,000",31,1992-11-12,"Valmiera, Latvia"
524,CHA,Leaky Black,12,F,"6' 6""",209,--,25,1999-06-14,"Concord, North Carolina"
525,CHA,Marques Bolden,12,C,"6' 10""",249,--,26,1998-04-17,"Dallas, Texas"
527,CHA,Josh Green,8,SG,"6' 5""",200,"$4,765,339",23,2000-11-16,"Sydney, Australia"
528,CHA,Reggie Jackson,--,PG,"6' 2""",208,"$5,000,000",34,1990-04-16,"Pordenone, Italy"
529,CHA,Tre Mann,23,PG,"6' 3""",178,"$3,191,280",23,2001-02-03,"Gainesville, Florida"
530,CHA,Cody Martin,11,SF,"6' 6""",205,"$7,560,000",28,1995-09-28,"Winston-Salem, North Carolina"
531,CHA,Bryce McGowens,7,G,"6' 6""",175,"$1,719,865",21,2002-11-08,"Pendleton, South Carolina"
532,CHA,Vasilije Micic,22,G,"6' 3""",188,"$7,723,000",30,1994-01-13,"Kraljevo, Serbia"
533,CHA,Brandon Miller,24,F,"6' 7""",200,"$10,880,400",21,2002-11-22,"Antioch, Tennessee"
534,CHA,Aleksej Pokusevski,17,F,"7' 0""",210,"$565,176",22,2001-12-26,"Belgrade, Serbia"
535,CHA,Nick Richards,4,C,"7' 0""",245,"$5,000,000",26,1997-11-29,"Kingston, Jamaica"
536,CHA,Tidjane Salaun,--,F,"6' 9""",212,--,18,2005-08-10,"Paris, France"
537,CHA,KJ Simpson,--,G,"6' 0""",187,--,21,2002-08-08,"Panorama City, California"
538,CHA,Nick Smith Jr.,8,G,"6' 2""",185,"$2,463,960",20,2004-04-18,"Jacksonville, Arkansas"
540,CHA,Grant Williams,2,PF,"6' 6""",236,"$12,325,581",25,1998-11-30,"Houston, Texas"
541,CHA,Mark Williams,5,C,"7' 0""",240,"$3,908,160",22,2001-12-16,"Norfolk, Virginia"
542,MIA,Bam Adebayo,13,C,"6' 9""",255,"$32,600,060",26,1997-07-18,"Newark, New Jersey"
544,MIA,Jimmy Butler,22,SF,"6' 7""",230,"$45,183,960",34,1989-09-14,"Houston, Texas"
546,MIA,Tyler Herro,14,PG,"6' 5""",195,"$27,000,000",24,2000-01-20,"Milwaukee, Wisconsin"
548,MIA,Jaime Jaquez Jr.,11,G,"6' 6""",225,"$3,510,600",23,2001-02-18,"Irvine, California"
549,MIA,Keshad Johnson,--,F,"6' 6""",225,--,23,2001-06-23,"Oakland, California"
550,MIA,Nikola Jovic,5,F,"6' 10""",205,"$2,352,000",21,2003-06-09,"Leicester, United Kingdom"
551,MIA,Pelle Larsson,9,G,"6' 5""",212,--,23,2001-02-23,"Stockholm, Sweden"
552,MIA,Kevin Love,42,PF,"6' 8""",251,"$3,835,738",35,1988-09-07,"Santa Monica, California"
554,MIA,Zyon Pullin,--,G,"6' 4""",206,--,23,2001-03-03,"Pleasant Hill, California"
555,MIA,Josh Richardson,0,SG,"6' 5""",200,"$2,891,467",30,1993-09-15,"Edmond, Oklahoma"
556,MIA,Duncan Robinson,55,F,"6' 7""",215,"$18,154,000",30,1994-04-22,"York, Maine"
557,MIA,Orlando Robinson,25,C,"6' 10""",235,"$1,801,769",23,2000-07-10,"Las Vegas, Nevada"
558,MIA,Terry Rozier,2,SG,"6' 1""",190,"$22,205,221",30,1994-03-17,"Youngstown, Ohio"
559,MIA,Dru Smith,9,G,"6' 2""",203,"$1,801,769",26,1997-12-30,"Evansville, Indiana"
561,MIA,Kel'el Ware,7,C,"7' 0""",242,--,20,2004-04-20,"North Little Rock, Arkansas"
563,ORL,Cole Anthony,50,PG,"6' 2""",185,"$5,539,771",24,2000-05-15,"Portland, Oregon"
564,ORL,Paolo Banchero,5,PF,"6' 10""",250,"$11,608,080",21,2002-11-12,"Seattle, Washington"
565,ORL,Goga Bitadze,35,C,"6' 10""",250,"$2,062,585",24,1999-07-20,"Sagarejo, Georgia"
566,ORL,Anthony Black,0,G,"6' 7""",200,"$7,245,480",20,2004-01-20,"Duncanville, Texas"
567,ORL,Kentavious Caldwell-Pope,--,SG,"6' 5""",204,"$14,704,938",31,1993-02-18,"Thomaston, Georgia"
568,ORL,Wendell Carter Jr.,34,C,"6' 10""",270,"$13,050,000",25,1999-04-16,"Atlanta, Georgia"
569,ORL,Tristan da Silva,--,F,"6' 8""",220,--,23,2001-05-15,"Munich, Germany"
571,ORL,Gary Harris,14,SG,"6' 4""",210,"$13,000,000",29,1994-09-14,"Fishers, Indiana"
573,ORL,Caleb Houstan,2,G,"6' 8""",205,"$2,000,000",21,2003-01-09,"Mississauga, Ontario"
574,ORL,Jett Howard,13,G,"6' 6""",215,"$5,026,800",20,2003-09-14,"Chicago, Illinois"
576,ORL,Jonathan Isaac,1,PF,"6' 10""",230,"$17,400,000",26,1997-10-03,"The Bronx, New York"
578,ORL,Jalen Suggs,4,SG,"6' 5""",205,"$7,252,080",23,2001-06-03,"St. Paul, Minnesota"
579,ORL,Franz Wagner,22,SF,"6' 10""",220,"$5,508,720",22,2001-08-27,"Berlin, Germany"
580,ORL,Moritz Wagner,21,C,"6' 11""",245,"$8,000,000",27,1997-04-26,"Berlin, Germany"
581,WSH,Marvin Bagley III,35,PF,"6' 10""",235,"$12,500,000",25,1999-03-14,"Tempe, Arizona"
582,WSH,Patrick Baldwin Jr.,7,F,"6' 9""",220,"$2,337,720",21,2002-11-18,"Green Bay, Wisconsin"
583,WSH,Malcolm Brogdon,--,PG,"6' 4""",229,"$22,500,000",31,1992-12-11,"Atlanta, Georgia"
584,WSH,Jared Butler,4,SG,"6' 3""",193,--,23,2000-08-25,"Reserve, Louisiana"
585,WSH,Bilal Coulibaly,0,SG,"6' 8""",195,"$6,614,280",19,2004-07-26,"Saint-Cloud, France"
586,WSH,Johnny Davis,1,G,"6' 4""",195,"$5,050,800",68,1955-10-21,"Detroit, Michigan"
587,WSH,Kyshawn George,--,F,"6' 7""",205,--,20,2003-12-12,"Aigle, Switzerland"
591,WSH,Corey Kispert,24,SF,"6' 6""",224,"$3,722,040",25,1999-03-03,"Edmonds, Washington"
592,WSH,Kyle Kuzma,33,SF,"6' 9""",221,"$25,568,182",28,1995-07-24,"Flint, Michigan"
593,WSH,Eugene Omoruyi,97,F,"6' 6""",235,"$900,000",27,1997-02-14,Ben
594,WSH,Jordan Poole,13,SG,"6' 4""",194,"$27,955,357",25,1999-06-19,"Milwaukee, Wisconsin"
595,WSH,Alex Sarr,--,PF,"7' 0""",216,--,19,2005-04-26,"Bordeaux, France"
596,WSH,Landry Shamet,20,SG,"6' 4""",190,"$10,250,000",27,1997-03-13,"Kansas City, Missouri"
597,WSH,Jonas Valanciunas,--,C,"6' 11""",265,"$15,435,000",32,1992-05-06,"Utena, Lithuania"
598,WSH,Tristan Vukcevic,00,PF,"7' 0""",225,--,21,2003-03-11,"Siena, Italy"
0,FA,Jules Bernard,--,SG,"6' 7""",210,--,24,2000-01-21,"Los Angeles, California"
1,FA,Nico Mannion,--,PG,"6' 2""",190,--,23,2001-03-14,"Siena, Italy"
2,FA,Vit Krejci,--,PG,"6' 8""",195,--,24,2000-06-19,"Strakonice, Czechia"
3,FA,Johnny Juzang,--,SG,"6' 7""",215,--,23,2001-03-17,"Los Angeles, California"
4,FA,Ish Wainright,--,SF,"6' 6""",250,--,29,1994-09-12,"Kansas City, Missouri"
5,FA,Dylan Windler,--,SF,"6' 6""",196,--,27,1996-09-22,"Indianapolis, Indiana"
6,FA,Quenton Jackson,--,G,"6' 5""",175,--,25,1998-09-15,"Los Angeles, California"
7,FA,Jacob Gilyard,--,PG,"5' 9""",160,--,25,1998-07-14,"Kansas City, Missouri"
8,FA,Harry Giles,--,C,"6' 11""",240,--,26,1998-04-22,"Winston-Salem, North Carolina"
9,FA,Alondes Williams,--,G,"6' 4""",210,--,25,1999-06-19,"Milwaukee , Wisconsin"
10,FA,David Duke Jr.,--,SG,"6' 5""",205,--,24,1999-10-13,"Providence, Rhode Island"
11,FA,Skylar Mays,--,SG,"6' 4""",205,--,26,1997-09-05,"Baton Rouge, Louisiana"
12,FA,Duane Washington Jr.,--,PG,"6' 4""",195,--,24,1964-08-31,"Eschwege, Germany"
13,FA,Brandon Williams,--,PG,"6' 6""",215,--,24,1975-02-27,"Collinston, Louisiana"
14,FA,Henri Drell,--,SF,"6' 9""",187,--,24,2000-04-25,"Tallinn, Estonia"
15,FA,Drew Peterson,--,F,"6' 9""",205,--,24,1999-11-09,"Libertyville, Illinois"
16,FA,Ibou Badji,--,C,"7' 1""",240,--,21,2002-10-13,"Dakar, Senegal"
17,FA,Xavier Moon,--,SG,"6' 2""",165,--,29,1995-01-02,"Goodwater, Alabama"
18,FA,Keon Johnson,--,SG,"6' 5""",186,--,22,2002-03-10,"Shelbyville, Tennessee"
19,FA,Nate Hinton,--,SG,"6' 5""",210,--,25,1999-06-08,"Gastonia, North Carolina"
20,FA,Jerome Robinson,--,SG,"6' 4""",190,--,27,1997-02-22,"Raleigh, North Carolina"
21,FA,Daishen Nix,--,PG,"6' 5""",224,--,22,2002-02-13,"Anchorage, Alaska"
22,FA,Trevelin Queen,--,SG,"6' 6""",190,--,27,1997-02-25,"Baltimore, Maryland"
23,FA,Jordan Ford,--,PG,"6' 1""",175,--,26,1998-05-26,"Citrus Heights, California"
24,FA,Charlie Brown Jr.,--,SG,"6' 6""",199,--,26,1997-02-02,"Philadelphia, Pennsylvania"
25,FA,TyTy Washington Jr.,--,PG,"6' 3""",197,--,22,2001-11-15,"Phoenix, Arizona"
26,FA,Olivier Sarr,--,C,"7' 0""",237,--,25,1999-02-20,"Niort, France"
27,FA,Greg Brown III,--,PF,"6' 7""",205,--,22,2001-09-01,"Dallas, Texas"
28,FA,Cole Swider,--,F,"6' 9""",220,--,25,1999-05-08,"Portsmouth, Rhode Island"
29,FA,Jamal Cain,--,SF,"6' 7""",191,--,25,1999-03-20,"Pontiac, Michigan"
30,FA,Jeenathan Williams,--,SG,"6' 5""",205,--,25,1999-02-12,"Rochester, New York"
31,FA,Jermaine Samuels,--,SF,"6' 7""",230,--,25,1998-11-13,"Franklin, Massachusetts"
32,FA,Braxton Key,--,SF,"6' 8""",230,--,27,1997-02-14,"Charlotte, North Carolina"
