,Team,Name,Jersey,Position,Height (ft),Weight (lb),Salary,Age,Birth Date,Birth Location
247,LAL,Spencer Dinwiddie,26,PG,"6' 5""",215,"$1,554,654",31,1993-04-06,"Los Angeles, California"
248,LAL,Anthony Davis,3,PF,"6' 10""",253,"$40,600,080",31,1993-03-11,"Chicago, Illinois"
249,LAL,Max Christie,10,G,"6' 5""",190,"$1,719,864",21,2003-02-10,"Arlington Heights, Illinois"
250,LAL,Colin Castleton,14,C,"6' 10""",250,--,24,2000-05-25,"Pembroke Pines, Florida"
251,LAC,Ivica Zubac,40,C,"7' 0""",240,"$10,933,333",27,1997-03-18,"Mostar, Bosnia and Herzegovina"
252,LAC,Russell Westbrook,0,PG,"6' 4""",200,"$3,835,738",35,1988-11-12,"Long Beach, California"
253,LAC,P.J. Tucker,17,PF,"6' 5""",245,"$11,014,500",39,1985-05-05,"Raleigh, North Carolina"
254,LAC,Daniel Theis,10,C,"6' 8""",245,"$1,741,126",32,1992-04-04,"Salzgitter, Germany"
255,LAC,Norman Powell,24,G,"6' 4""",215,"$18,000,000",31,1993-05-25,"San Diego, California"
256,LAC,Mason Plumlee,44,C,"6' 10""",254,"$5,000,000",34,1990-03-05,"Fort Wayne, Indiana"
257,LAC,Xavier Moon,22,G,"6' 0""",165,--,29,1995-01-02,"Goodwater, Alabama"
258,LAC,Jordan Miller,11,G,"6' 5""",194,--,24,2000-01-23,"Anaheim, California"
259,LAC,Terance Mann,14,SG,"6' 5""",215,"$10,576,923",27,1996-10-18,"Brooklyn, New York"
260,LAC,Kawhi Leonard,2,SF,"6' 7""",225,"$45,640,084",33,1991-06-29,"Los Angeles, California"
261,LAC,Kai Jones,23,PF,"6' 11""",221,--,23,2001-01-19,"Nassau, Bahamas"
262,LAC,Bones Hyland,5,PG,"6' 2""",169,"$2,306,400",23,2000-09-14,"Wilmington, Delaware"
263,LAC,James Harden,1,SG,"6' 5""",220,"$35,640,000",34,1989-08-26,"Los Angeles, California"
264,LAC,Paul George,13,F,"6' 8""",220,"$45,640,084",34,1990-05-02,"Palmdale, California"
265,LAC,Moussa Diabate,25,F,"6' 9""",210,--,22,2002-01-21,"Paris, France"
266,LAC,Amir Coffey,7,SG,"6' 7""",210,"$3,666,667",27,1997-06-17,"Hopkins, Minnesota"
267,LAC,Cameron Christie,--,G,"6' 5""",190,--,18,2005-07-24,"Arlington Heights, Illinois"
268,LAC,Kobe Brown,21,G,"6' 7""",250,"$2,413,320",24,2000-01-01,"Huntsville, Alabama"
269,LAC,Brandon Boston Jr.,4,SG,"6' 6""",188,"$1,836,096",22,2001-11-28,"Norcross, Georgia"
270,GS,Andrew Wiggins,22,SF,"6' 7""",197,"$24,330,357",29,1995-02-23,"Toronto, Ontario"
271,GS,Klay Thompson,11,SG,"6' 6""",220,"$43,219,440",34,1990-02-08,"Los Angeles, California"
272,GS,Pat Spencer,61,G,"6' 3""",205,--,27,1996-07-04,"Davidsonville, Maryland"
273,GS,Dario Saric,20,PF,"6' 10""",225,"$2,019,706",30,1994-04-08,"Sibenik, Croatia"
274,GS,Gui Santos,15,F,"6' 6""",185,"$1,029,483",22,2002-06-22,"Brasilia, Brazil"
275,GS,Jerome Robinson,18,SG,"6' 5""",190,--,27,1997-02-22,"Raleigh, North Carolina"
276,GS,Lester Quinones,25,G,"6' 4""",208,"$548,815",23,2000-11-16,"Brentwood, New York"
277,GS,Brandin Podziemski,2,G,"6' 4""",205,"$3,352,440",21,2003-02-25,"Greenfield, Wisconsin"
278,GS,Gary Payton II,0,SG,"6' 2""",195,"$8,715,000",55,1968-07-23,"Oakland, California"
279,GS,Chris Paul,3,PG,"6' 0""",175,"$30,800,000",39,1985-05-06,"Winston-Salem, North Carolina"
280,GS,Moses Moody,4,SG,"6' 5""",211,"$3,918,480",22,2002-05-31,"Little Rock, Arkansas"
281,GS,Kevon Looney,5,F,"6' 9""",222,"$7,500,000",28,1996-02-06,"Milwaukee, Wisconsin"
282,GS,Jonathan Kuminga,00,PF,"6' 7""",225,"$6,012,840",21,2002-10-06,"Goma, Democratic Republic of the Congo"
283,GS,Trayce Jackson-Davis,32,F,"6' 9""",245,"$1,119,563",24,2000-02-22,"Greenwood, Indiana"
284,GS,Draymond Green,23,PF,"6' 6""",230,"$22,321,429",34,1990-03-04,"Saginaw, Michigan"
285,GS,Usman Garuba,12,PF,"6' 8""",229,--,22,2002-03-09,"Azuqueca de Henares, Spain"
286,GS,Stephen Curry,30,PG,"6' 2""",185,"$51,915,615",36,1988-03-14,"Akron, Ohio"
287,UTAH,Omer Yurtseven,77,C,"6' 11""",275,"$2,800,000",26,1998-06-19,"Istanbul, Turkey"
288,UTAH,Cody Williams,--,F,"6' 7""",190,--,19,2004-11-20,"San Luis Obispo, California"
289,UTAH,Collin Sexton,2,PG,"6' 3""",190,"$17,325,000",25,1999-01-04,"Marietta, Georgia"
290,UTAH,Brice Sensabaugh,8,F,"6' 5""",235,"$2,448,600",20,2003-10-30,"Orlando, Florida"
291,UTAH,Luka Samanic,19,F,"6' 10""",227,"$2,066,585",24,2000-01-09,"Zagreb, Croatia"
292,UTAH,Jason Preston,10,G,"6' 3""",181,--,24,1999-08-10,"Orlando, Florida"
293,UTAH,Micah Potter,25,C,"6' 9""",248,--,26,1998-04-06,"Mentor, Ohio"
294,UTAH,Lauri Markkanen,23,PF,"7' 0""",240,"$17,259,999",27,1997-05-22,"Vantaa, Finland"
295,UTAH,Kenneth Lofton Jr.,35,F,"6' 6""",275,"$500,000",21,2002-08-14,"Port Arthur, Texas"
296,UTAH,Kira Lewis Jr.,13,PG,"6' 1""",170,"$5,722,116",23,2001-04-06,"Meridianville, Alabama"
297,UTAH,Walker Kessler,24,C,"7' 0""",245,"$2,831,160",22,2001-07-26,"Atlanta, Georgia"
298,UTAH,Johnny Juzang,33,G,"6' 5""",209,--,23,2001-03-17,"Los Angeles, California"
299,UTAH,Talen Horton-Tucker,5,SG,"6' 4""",234,"$11,020,000",23,2000-11-25,"Chicago, Illinois"
300,UTAH,Keyonte George,3,G,"6' 4""",185,"$3,889,800",20,2003-11-08,"Lewisville, Texas"
301,UTAH,Kyle Filipowski,--,F,"6' 11""",248,--,20,2003-11-07,"Middletown, New York"
302,UTAH,Kris Dunn,11,G,"6' 3""",205,"$2,586,665",30,1994-03-18,"New London, Connecticut"
303,UTAH,John Collins,20,PF,"6' 9""",226,"$25,340,000",26,1997-09-23,"Layton, Utah"
304,UTAH,Isaiah Collier,--,G,"6' 3""",210,--,19,2004-10-08,"Atlanta, Georgia"
305,UTAH,Jordan Clarkson,00,PG,"6' 3""",194,"$23,487,629",32,1992-06-07,"Tampa, Florida"
306,UTAH,Darius Bazley,26,F,"6' 9""",216,"$500,000",24,2000-06-12,"Boston, Massachusetts"
307,POR,Robert Williams III,35,C,"6' 9""",249,"$11,571,429",26,1997-10-17,"Shreveport, Louisiana"
308,POR,Jabari Walker,34,F,"6' 7""",227,"$1,719,864",21,2002-07-30,"Wichita, Kansas"
309,POR,Matisse Thybulle,4,SG,"6' 5""",201,"$10,500,000",27,1997-03-04,"Scottsdale, Arizona"
310,POR,Anfernee Simons,1,SG,"6' 3""",193,"$24,107,143",25,1999-06-08,"Longwood, Florida"
311,POR,Shaedon Sharpe,17,SG,"6' 5""",205,"$6,313,800",21,2003-05-30,"London, Ontario"
312,POR,Rayan Rupert,72,G,"6' 6""",185,"$1,119,563",20,2004-05-31,"Strasbourg, France"
313,POR,Duop Reath,26,C,"6' 9""",245,"$1,951,220",28,1996-06-26,"Waat, South Sudan"
314,POR,Kris Murray,8,F,"6' 8""",210,"$2,847,480",23,2000-08-19,"Cedar Rapids, Iowa"
315,POR,Justin Minaya,24,F,"6' 5""",205,--,25,1999-03-26,"Harrington Park, New Jersey"
316,POR,Scoot Henderson,00,G,"6' 3""",202,"$9,770,880",20,2004-02-03,"Marietta, Georgia"
317,POR,Ashton Hagans,22,G,"6' 3""",190,--,24,1999-07-08,"Cartersville, Georgia"
318,POR,Jerami Grant,9,SF,"6' 7""",210,"$27,586,207",30,1994-03-12,"Portland, Oregon"
319,POR,Donovan Clingan,--,C,"7' 2""",280,--,20,2004-02-23,"Bristol, Connecticut"
320,POR,Toumani Camara,33,F,"6' 7""",226,"$1,119,563",24,2000-05-08,"Brussels, Belgium"
321,POR,Moses Brown,10,C,"7' 2""",258,"$2,019,706",24,1999-10-13,"New York, New York"
322,POR,Dalano Banton,5,G,"6' 8""",204,"$2,019,706",24,1999-11-07,"Toronto, Ontario"
323,POR,Ibou Badji,41,C,"7' 0""",240,--,21,2002-10-13,"Dakar, Senegal"
324,POR,Deandre Ayton,2,C,"7' 0""",247,"$32,459,438",25,1998-07-23,"Nassau, Bahamas"
325,POR,Deni Avdija,--,SF,"6' 9""",210,"$6,263,188",23,2001-01-03,"Beit Zera, Israel"
326,OKC,Kenrich Williams,34,SF,"6' 6""",210,"$6,175,000",29,1994-12-02,"Waco, Texas"
327,OKC,Jaylin Williams,6,F,"6' 9""",240,"$2,000,000",22,2002-06-29,"Fort Smith, Arkansas"
328,OKC,Jalen Williams,8,F,"6' 5""",211,"$4,558,680",23,2001-04-14,"Denver, Colorado"
329,OKC,Aaron Wiggins,21,SG,"6' 5""",190,"$1,836,096",25,1999-01-02,"Greensboro, North Carolina"
330,OKC,Lindy Waters III,12,F,"6' 6""",210,"$766,095",26,1997-07-28,"Norman, Oklahoma"
331,OKC,Cason Wallace,22,G,"6' 3""",195,"$5,291,000",20,2003-11-07,"Dallas, Texas"
332,OKC,Nikola Topic,--,G,"6' 6""",190,--,18,2005-08-10,"Novi Sad, Serbia"
333,OKC,Olivier Sarr,30,C,"6' 10""",240,--,25,1999-02-20,"Niort, France"
334,OKC,Quinten Post,--,C,"7' 0""",244,--,24,2000-03-21,"Amsterdam, Netherlands"
335,OKC,Mike Muscala,50,C,"6' 10""",240,"$3,500,000",32,1991-07-01,"St. Louis Park, Minnesota"
336,OKC,Ajay Mitchell,--,G,"6' 3""",190,--,22,2002-06-25,"Namur, Belgium"
337,OKC,Dillon Jones,--,F,"6' 5""",235,--,22,2001-10-29,"Columbia, South Carolina"
338,OKC,Keyontae Johnson,18,F,"6' 4""",230,--,24,2000-05-24,"Norfolk, Virginia"
339,OKC,Isaiah Joe,11,SG,"6' 3""",165,"$1,997,238",24,1999-07-02,"Fort Smith, Arkansas"
340,OKC,Chet Holmgren,7,PF,"7' 1""",208,"$10,386,000",22,2002-05-01,"Minneapolis, Minnesota"
341,OKC,Gordon Hayward,33,SF,"6' 7""",225,"$31,500,000",34,1990-03-23,"Indianapolis, Indiana"
342,OKC,Shai Gilgeous-Alexander,2,PG,"6' 6""",195,"$33,386,850",25,1998-07-12,"Toronto, Ontario"
343,OKC,Adam Flagler,14,F,"6' 3""",185,--,24,1999-12-01,"Duluth, Georgia"
344,OKC,Luguentz Dort,5,G,"6' 4""",220,"$15,277,778",25,1999-04-19,"Montreal, Quebec"
345,OKC,Ousmane Dieng,13,F,"6' 9""",185,"$4,798,440",21,2003-05-21,"Villeneuve-sur-Lot, France"
346,OKC,Alex Caruso,--,SG,"6' 5""",186,"$9,460,000",30,1994-02-28,"College Station, Texas"
347,OKC,Bismack Biyombo,15,C,"6' 8""",255,"$754,488",31,1992-08-28,"Lubumbashi, Democratic Republic of the Congo"
348,MIN,T.J. Warren,24,SF,"6' 8""",220,--,30,1993-09-05,"Durham, North Carolina"
349,MIN,Karl-Anthony Towns,32,C,"7' 0""",248,"$36,016,200",28,1995-11-15,"Edison, New Jersey"
350,MIN,Terrence Shannon Jr.,--,G,"6' 6""",225,--,23,2000-07-30,"Chicago , Illinois"
351,MIN,Naz Reid,11,C,"6' 9""",264,"$12,950,400",24,1999-08-26,"Asbury Park, New Jersey"
352,MIN,Daishen Nix,12,SG,"6' 3""",226,--,22,2002-02-13,"Anchorage, Alaska"
353,MIN,Monte Morris,23,PG,"6' 2""",183,"$9,800,926",29,1995-06-27,"Grand Rapids, Michigan"
354,MIN,Wendell Moore Jr.,7,G,"6' 5""",215,"$2,421,720",22,2001-09-18,"Richmond, Virginia"
355,MIN,Josh Minott,8,F,"6' 8""",205,"$1,719,864",21,2002-11-25,"Boca Raton, Florida"
356,MIN,Leonard Miller,33,F,"6' 10""",210,"$1,800,000",20,2003-11-26,"Scarborough, Canada"
357,MIN,Jordan McLaughlin,6,PG,"6' 0""",185,"$2,320,000",28,1996-04-09,"Etiwanda, California"
358,MIN,Jaden McDaniels,3,PF,"6' 9""",185,"$3,901,399",23,2000-09-29,"Federal Way, Washington"
359,MIN,Justin Jackson,44,F,"6' 8""",220,--,29,1995-03-28,"Houston, Texas"
360,MIN,Rudy Gobert,27,C,"7' 1""",258,"$41,000,000",32,1992-06-26,"Saint-Quentin, France"
361,MIN,Luka Garza,55,C,"6' 10""",243,--,25,1998-12-27,"Washington, District of Columbia"
362,MIN,Anthony Edwards,5,SG,"6' 4""",225,"$9,219,512",22,2001-08-05,"Atlanta, Georgia"
363,MIN,Rob Dillingham,--,G,"6' 1""",176,--,19,2005-01-04,"Hickory, North Carolina"
364,MIN,Mike Conley,10,PG,"6' 0""",175,"$24,360,000",36,1987-10-11,"Fayetteville, Arkansas"
365,MIN,Jaylen Clark,0,G,"6' 4""",205,--,22,2001-10-13,"Riverside, California"
366,MIN,Kyle Anderson,1,SF,"6' 9""",230,"$9,219,512",30,1993-09-20,"New York, New York"
367,MIN,Nickeil Alexander-Walker,9,SG,"6' 5""",205,"$4,687,500",25,1998-09-02,"Toronto, Ontario"
368,DEN,Peyton Watson,8,F,"6' 7""",200,"$2,303,520",21,2002-09-11,"Beverly Hills, California"
369,DEN,Hunter Tyson,4,F,"6' 8""",215,"$1,119,563",24,2000-06-13,"Monroe, North Carolina"
370,DEN,Julian Strawther,3,G,"6' 6""",205,"$2,431,080",22,2002-04-18,"Las Vegas, Nevada"
371,DEN,Michael Porter Jr.,1,SF,"6' 10""",218,"$33,386,850",26,1998-06-29,"Indianapolis, Indiana"
372,DEN,Jalen Pickett,24,G,"6' 2""",202,"$2,019,706",24,1999-10-22,"Rochester, New York"
373,DEN,Zeke Nnaji,22,PF,"6' 9""",240,"$4,306,281",23,2001-01-09,"Hopkins, Minnesota"
374,DEN,Jamal Murray,27,PG,"6' 4""",215,"$33,833,400",27,1997-02-23,"Kitchener, Ontario"
375,DEN,Braxton Key,11,F,"6' 8""",225,--,27,1997-02-14,"Charlotte, North Carolina"
376,DEN,DeAndre Jordan,6,C,"6' 11""",265,"$2,019,706",35,1988-07-21,"Houston, Texas"
377,DEN,Nikola Jokic,15,C,"6' 11""",284,"$47,607,350",29,1995-02-19,"Sombor, Serbia"
378,DEN,Jay Huff,30,C,"7' 1""",240,--,25,1998-08-25,"Durham, North Carolina"
379,DEN,DaRon Holmes II,--,C,"6' 9""",235,--,21,2002-08-15,"Overland Park, Kansas"
380,DEN,Justin Holiday,9,SF,"6' 6""",180,"$2,019,706",35,1989-04-05,"Mission Hills, California"
381,DEN,Aaron Gordon,50,PF,"6' 8""",235,"$22,266,182",28,1995-09-16,"San Jose, California"
382,DEN,Collin Gillespie,21,G,"6' 1""",195,--,25,1999-06-25,"Huntingdon Valley, Pennsylvania"
383,DEN,Vlatko Cancar,31,SF,"6' 8""",236,"$2,234,359",27,1997-04-10,"Koper, Slovenia"
384,DEN,Kentavious Caldwell-Pope,5,SG,"6' 5""",204,"$14,704,938",31,1993-02-18,"Thomaston, Georgia"
385,DEN,Christian Braun,0,G,"6' 6""",220,"$2,949,120",23,2001-04-17,"Burlington, Kansas"
386,MIL,TyTy Washington Jr.,23,G,"6' 3""",195,--,22,2001-11-15,"Phoenix, Arizona"
387,MIL,Ryan Rollins,55,G,"6' 3""",180,--,21,2002-07-03,"Detroit, Michigan"
388,MIL,Bobby Portis,9,F,"6' 10""",250,"$11,710,818",29,1995-02-10,"Little Rock, Arkansas"
389,MIL,Khris Middleton,22,SF,"6' 7""",222,"$29,320,988",32,1991-08-12,"Charleston, South Carolina"
390,MIL,Brook Lopez,11,C,"7' 1""",282,"$25,000,000",36,1988-04-01,"North Hollywood, California"
391,MIL,Chris Livingston,7,F,"6' 6""",220,"$1,119,563",20,2003-10-15,"Akron, Ohio"
392,MIL,Damian Lillard,0,PG,"6' 2""",195,"$45,640,084",33,1990-07-15,"Oakland, California"
393,MIL,AJ Johnson,--,G,"6' 4""",167,--,19,2004-12-01,"Fresno, California"
394,MIL,Andre Jackson Jr.,44,G,"6' 6""",209,"$1,119,563",22,2001-11-13,"Amsterdam, New York"
395,MIL,AJ Green,20,G,"6' 4""",190,"$1,801,769",24,1999-09-27,"Cedar Falls, Iowa"
396,MIL,Jaylin Galloway,6,F,"6' 7""",190,--,21,2002-12-21,"Marietta, Georgia"
397,MIL,Danilo Gallinari,12,PF,"6' 10""",236,"$661,628",35,1988-08-08,"Sant'Angelo Lodigiano, Italy"
398,MIL,Jae Crowder,99,PF,"6' 6""",235,"$2,019,760",33,1990-07-06,"Villa Rica, Georgia"
399,MIL,Pat Connaughton,24,SG,"6' 5""",209,"$9,423,869",31,1993-01-06,"Arlington, Massachusetts"
400,MIL,Patrick Beverley,21,PG,"6' 2""",180,"$2,019,706",35,1988-07-12,"Chicago, Illinois"
401,MIL,MarJon Beauchamp,3,F,"6' 7""",199,"$2,609,400",23,2000-10-12,"Yakima, Washington"
402,MIL,Malik Beasley,5,SG,"6' 4""",187,"$2,019,760",27,1996-11-26,"Atlanta, Georgia"
403,MIL,Thanasis Antetokounmpo,43,SF,"6' 7""",219,"$2,019,706",31,1992-07-18,"Athens, Greece"
404,MIL,Giannis Antetokounmpo,34,PF,"6' 11""",243,"$45,640,084",29,1994-12-06,"Athens, Greece"
405,IND,Isaiah Wong,21,G,"6' 3""",185,--,23,2001-01-28,"Piscataway, New Jersey"
406,IND,Jarace Walker,5,F,"6' 7""",235,"$6,059,520",20,2003-09-04,"New Freedom, Pennsylvania"
407,IND,Myles Turner,33,C,"6' 11""",250,"$20,975,000",28,1996-03-24,"Bedford, Texas"
408,IND,Oscar Tshiebwe,44,C,"6' 8""",255,--,24,1999-11-27,"Lubumbashi, Democratic Republic of the Congo"
409,IND,Obi Toppin,1,PF,"6' 9""",220,"$6,803,012",26,1998-03-04,"Brooklyn, New York"
410,IND,Jalen Smith,25,PF,"6' 9""",215,"$5,604,192",24,2000-03-16,"Portsmouth, Virginia"
411,IND,Pascal Siakam,43,PF,"6' 8""",245,"$37,893,408",30,1994-04-02,"Douala, Cameroon"
412,IND,Ben Sheppard,26,G,"6' 6""",190,"$2,537,160",22,2001-07-16,"Atlanta, Georgia"
413,IND,Tristen Newton,--,G,"6' 3""",192,--,23,2001-04-26,"Pensacola, Florida"
414,IND,Aaron Nesmith,23,SF,"6' 6""",215,"$5,634,257",24,1999-10-16,"Charleston, South Carolina"
415,IND,Andrew Nembhard,2,PG,"6' 4""",191,"$2,131,905",24,2000-01-16,"Aurora, Ontario"
416,IND,Doug McDermott,20,SF,"6' 6""",225,"$13,750,000",32,1992-01-03,"Grand Forks, North Dakota"
417,IND,T.J. McConnell,9,PG,"6' 1""",190,"$8,700,000",32,1992-03-25,"Pittsburgh, Pennsylvania"
418,IND,Bennedict Mathurin,00,SG,"6' 5""",210,"$6,916,080",22,2002-06-19,"Montreal, Quebec"
419,IND,James Johnson,16,PF,"6' 7""",240,"$777,703",37,1987-02-20,"Cheyenne, Wyoming"
420,IND,Quenton Jackson,29,G,"6' 5""",173,--,25,1998-09-15,"Los Angeles, California"
421,IND,Isaiah Jackson,22,SF,"6' 9""",205,"$2,696,280",22,2002-01-10,"Pontiac, Michigan"
422,IND,Tyrese Haliburton,0,PG,"6' 5""",185,"$5,808,435",24,2000-02-29,"Oshkosh, Wisconsin"
423,IND,Johnny Furphy,--,F,"6' 8""",202,--,19,2004-12-08,"Melbourne, Australia"
424,IND,Enrique Freeman,--,F,"6' 7""",212,--,23,2000-07-29,"Cleveland, Ohio"
425,IND,Kendall Brown,10,SG,"6' 7""",205,"$1,100,000",21,2003-05-11,"St. Paul, Minnesota"
426,DET,James Wiseman,13,C,"6' 11""",240,"$12,119,400",23,2001-03-31,"Nashville, Tennessee"
427,DET,Stanley Umude,17,G,"6' 6""",210,"$538,460",25,1999-04-12,"Portland, Oregon"
428,DET,Ausar Thompson,9,F,"6' 6""",205,"$7,977,480",21,2003-01-30,"San Leandro, California"
429,DET,Isaiah Stewart,28,C,"6' 8""",250,"$5,266,713",23,2001-05-22,"Rochester, New York"
430,DET,Marcus Sasser,25,G,"6' 2""",195,"$2,623,680",23,2000-09-21,"Dallas, Texas"
431,DET,Jared Rhoden,8,G,"6' 5""",210,--,24,1999-08-27,"Baldwin, New York"
432,DET,Jaylen Nowell,20,SG,"6' 4""",201,--,24,1999-07-09,"Seattle, Washington"
433,DET,Chimezie Metu,5,PF,"6' 10""",225,"$2,019,706",27,1997-03-22,"Los Angeles, California"
434,DET,Bobi Klintman,--,F,"6' 9""",225,--,21,2003-03-06,"Malmo, Sweden"
435,DET,Jaden Ivey,23,PG,"6' 4""",195,"$7,641,480",22,2002-02-13,"South Bend, Indiana"
436,DET,Ron Holland II,--,F,"6' 7""",206,--,18,2005-07-07,"Duncanville, Texas"
437,DET,Tim Hardaway Jr.,--,SF,"6' 5""",205,"$17,897,728",57,1966-09-01,"Chicago, Illinois"
438,DET,Taj Gibson,67,F,"6' 9""",232,"$348,225",39,1985-06-24,"Brooklyn, New York"
439,DET,Evan Fournier,31,SG,"6' 6""",205,"$18,857,143",31,1992-10-29,"Saint-Maurice, France"
440,DET,Simone Fontecchio,19,F,"6' 7""",209,"$3,044,872",28,1995-12-09,"Pescara, Italy"
441,DET,Malachi Flynn,18,PG,"6' 1""",185,"$3,873,025",26,1998-05-10,"Tacoma, Washington"
442,DET,Tosan Evbuomwan,18,F,"6' 7""",217,--,23,2001-02-16,--
443,DET,Jalen Duren,0,C,"6' 10""",250,"$4,330,680",20,2003-11-18,"New Castle, Delaware"
444,DET,Cade Cunningham,2,PG,"6' 6""",220,"$11,055,240",22,2001-09-25,"Arlington, Texas"
445,DET,Troy Brown Jr.,7,SF,"6' 7""",215,"$4,000,000",24,1999-07-28,"Las Vegas, Nevada"
446,DET,Buddy Boeheim,27,F,"6' 5""",205,--,24,1999-11-11,"Fayetteville, New York"
447,CLE,Dean Wade,32,PF,"6' 9""",228,"$5,709,877",27,1996-11-20,"Wichita, Kansas"
448,CLE,Jaylon Tyson,--,F,"6' 6""",215,--,21,2002-12-02,"Allen, Texas"
449,CLE,Tristan Thompson,13,C,"6' 9""",254,"$2,019,796",33,1991-03-13,"Toronto, Ontario"
450,CLE,Max Strus,1,SG,"6' 5""",215,"$14,487,684",28,1996-03-28,"Hickory Hills, Illinois"
451,CLE,Craig Porter,9,G,"6' 1""",180,"$1,500,000",24,2000-02-26,"Terre Haute, Indiana"
452,CLE,Isaac Okoro,35,SF,"6' 5""",225,"$8,920,795",23,2001-01-26,"Atlanta, Georgia"
453,CLE,Georges Niang,20,SF,"6' 7""",230,"$8,800,000",31,1993-06-17,"Lawrence, Massachusetts"
454,CLE,Pete Nance,8,F,"6' 11""",230,--,24,2000-02-19,"Akron, Ohio"
455,CLE,Marcus Morris Sr.,24,SF,"6' 8""",218,"$17,116,279",34,1989-09-02,"Philadelphia, Pennsylvania"
456,CLE,Isaiah Mobley,15,F,"6' 8""",238,--,24,1999-09-24,"San Diego, California"
457,CLE,Evan Mobley,4,PF,"6' 11""",215,"$8,882,760",23,2001-06-18,"San Diego, California"
458,CLE,Donovan Mitchell,45,SG,"6' 3""",215,"$33,162,030",27,1996-09-07,"Elmsford, New York"
459,CLE,Sam Merrill,5,SG,"6' 4""",205,"$1,997,238",28,1996-05-15,"Salt Lake City, Utah"
460,CLE,Caris LeVert,3,SG,"6' 6""",205,"$15,384,616",29,1994-08-25,"Columbus, Ohio"
461,CLE,Damian Jones,30,C,"6' 10""",245,"$2,586,665",29,1995-06-30,"Baton Rouge, Louisiana"
462,CLE,Ty Jerome,2,SG,"6' 5""",195,"$2,439,025",26,1997-07-08,"New York, New York"
463,CLE,Darius Garland,10,PG,"6' 1""",192,"$34,005,250",24,2000-01-26,"Gary, Indiana"
464,CLE,Emoni Bates,21,F,"6' 8""",170,--,20,2004-01-28,"Ann Arbor, Michigan"
465,CLE,Jarrett Allen,31,C,"6' 9""",243,"$20,000,000",26,1998-04-21,"San Diego, California"
466,CHI,Patrick Williams,44,PF,"6' 7""",215,"$9,835,881",22,2001-08-26,"Charlotte, North Carolina"
467,CHI,Coby White,0,PG,"6' 5""",195,"$11,111,111",24,2000-02-16,"Goldsboro, North Carolina"
468,CHI,Nikola Vucevic,9,C,"6' 10""",260,"$18,518,519",33,1990-10-24,"Morges, Switzerland"
469,CHI,Dalen Terry,25,F,"6' 7""",195,"$3,350,760",21,2002-07-12,"Tempe, Arizona"
470,CHI,Adama Sanogo,21,C,"6' 9""",245,--,22,2002-02-12,"Bamako, Mali"
471,CHI,Julian Phillips,15,F,"6' 8""",198,"$1,600,000",20,2003-11-05,"Killeen, Texas"
472,CHI,Zach LaVine,8,SG,"6' 5""",200,"$40,064,220",29,1995-03-10,"Renton, Washington"
473,CHI,Javonte Green,24,G,"6' 5""",205,--,30,1993-07-23,"Petersburg, Virginia"
474,CHI,Josh Giddey,--,SG,"6' 8""",216,"$6,587,040",21,2002-10-10,"Melbourne, Australia"
475,CHI,Andrew Funk,30,G,"6' 5""",200,--,24,1999-09-21,"Warrington, Pennsylvania"
476,CHI,Andre Drummond,3,C,"6' 11""",279,"$3,360,000",30,1993-08-10,"Mount Vernon, New York"
477,CHI,Henri Drell,77,F,"6' 9""",220,--,24,2000-04-25,"Tallinn, Estonia"
478,CHI,Ayo Dosunmu,12,SG,"6' 5""",200,"$6,481,481",24,2000-01-17,"Chicago, Illinois"
479,CHI,DeMar DeRozan,11,SF,"6' 6""",220,"$28,600,000",34,1989-08-07,"Compton, California"
480,CHI,Torrey Craig,13,SF,"6' 5""",221,"$2,528,233",33,1990-12-19,"Columbia, South Carolina"
481,CHI,Jevon Carter,5,PG,"6' 1""",200,"$6,190,476",28,1995-09-14,"Maywood, Illinois"
482,CHI,Matas Buzelis,--,F,"6' 9""",195,--,19,2004-10-13,"Chicago, Illinois"
483,CHI,Onuralp Bitim,17,SF,"6' 6""",215,"$334,582",25,1999-03-31,"Kadikoy, Turkey"
484,CHI,Lonzo Ball,2,PG,"6' 6""",190,"$20,465,117",26,1997-10-27,"Anaheim, California"
485,TOR,Malik Williams,35,C,"6' 11""",250,--,25,1998-08-26,"Fort Wayne, Indiana"
486,TOR,Ja'Kobe Walter,--,G,"6' 4""",195,--,19,2004-09-04,"Dallas, Texas"
487,TOR,Gary Trent Jr.,33,SG,"6' 5""",204,"$18,560,000",49,1974-09-22,"Columbus, Ohio"
488,TOR,Garrett Temple,17,SF,"6' 5""",195,"$5,401,000",38,1986-05-08,"Baton Rouge, Louisiana"
489,TOR,Kobi Simmons,23,G,"6' 5""",180,"$2,066,585",26,1997-07-04,"Atlanta, Georgia"
490,TOR,Jamal Shead,--,G,"6' 0""",201,--,22,2002-06-24,"Austin, Texas"
491,TOR,Immanuel Quickley,5,SG,"6' 2""",190,"$4,171,548",25,1999-06-17,"Havre de Grace, Maryland"
492,TOR,Jakob Poeltl,19,C,"7' 0""",260,"$19,500,000",28,1995-10-15,"Vienna, Austria"
493,TOR,Kelly Olynyk,41,PF,"6' 11""",240,"$12,195,122",33,1991-04-19,"Toronto, Ontario"
494,TOR,Jordan Nwora,13,SF,"6' 8""",225,"$3,000,000",25,1998-09-09,"Buffalo, New York"
495,TOR,Jonathan Mogbo,--,F,"6' 6""",225,--,22,2001-10-29,"West Palm Beach, Florida"
